,NCT_num,pubmed,PMID,Match,Reason no match
332,NCT00258869,https://pubmed.ncbi.nlm.nih.gov/25538794/,25538794,,
333,NCT00258869,https://pubmed.ncbi.nlm.nih.gov/20370777/,20370777,,
334,NCT00258869,https://pubmed.ncbi.nlm.nih.gov/19846634/,19846634,,
335,NCT04881383,https://pubmed.ncbi.nlm.nih.gov/35613775/,35613775,,
336,NCT04628962,https://pubmed.ncbi.nlm.nih.gov/32576912/,32576912,,
337,NCT04628962,https://pubmed.ncbi.nlm.nih.gov/30286833/,30286833,,
338,NCT04628962,https://pubmed.ncbi.nlm.nih.gov/32745966/,32745966,,
339,NCT04628962,https://pubmed.ncbi.nlm.nih.gov/22196477/,22196477,,
340,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/27233909/,27233909,,
341,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/29131760/,29131760,,
342,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/28212054/,28212054,,
343,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/29402532/,29402532,,
344,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/27208704/,27208704,,
345,NCT04991987,https://pubmed.ncbi.nlm.nih.gov/34023576/,34023576,,
346,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/27654978/,27654978,,
347,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/33301459/,33301459,,
348,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32774118/,32774118,,
349,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/33072432/,33072432,,
350,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/33187528/,33187528,,
351,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/15057876/,15057876,,
352,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32839734/,32839734,,
353,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32530131/,32530131,,
354,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/25532164/,25532164,,
355,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32422057/,32422057,,
356,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/34812418/,34812418,,
357,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/26606168/,26606168,,
358,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/22105690/,22105690,,
359,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32461287/,32461287,,
360,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/33017966/,33017966,,
361,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/29993458/,29993458,,
362,NCT05175690,https://pubmed.ncbi.nlm.nih.gov/32221523/,32221523,,
363,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/27807064/,27807064,,
364,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/30207593/,30207593,,
365,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/27743768/,27743768,,
366,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/23485231/,23485231,,
367,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/31099893/,31099893,,
368,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/30001833/,30001833,,
369,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/28443200/,28443200,,
370,NCT05251883,https://pubmed.ncbi.nlm.nih.gov/17024868/,17024868,,
371,NCT03150680,https://pubmed.ncbi.nlm.nih.gov/19758907/,19758907,,
372,NCT03150680,https://pubmed.ncbi.nlm.nih.gov/16305372/,16305372,,
373,NCT03150680,https://pubmed.ncbi.nlm.nih.gov/34103005/,34103005,,
374,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/25103301/,25103301,,
375,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/22907333/,22907333,,
376,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/22251396/,22251396,,
377,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/12848644/,12848644,,
378,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/1303622/,1303622,,
379,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/26903338/,26903338,,
380,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/26792141/,26792141,,
381,NCT04621539,https://pubmed.ncbi.nlm.nih.gov/16148470/,16148470,,
382,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/23100216/,23100216,,
383,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/30268673/,30268673,,
384,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/24555973/,24555973,,
385,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/18192888/,18192888,,
386,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/16327290/,16327290,,
387,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/21757970/,21757970,,
388,NCT04735055,https://pubmed.ncbi.nlm.nih.gov/31272385/,31272385,,
389,NCT03850457,https://pubmed.ncbi.nlm.nih.gov/16322158/,16322158,,
390,NCT03850457,https://pubmed.ncbi.nlm.nih.gov/11401896/,11401896,,
391,NCT03850457,https://pubmed.ncbi.nlm.nih.gov/29551318/,29551318,,
392,NCT03850457,https://pubmed.ncbi.nlm.nih.gov/28645441/,28645441,,
393,NCT05018104,https://pubmed.ncbi.nlm.nih.gov/35568510/,35568510,,
394,NCT04261309,https://pubmed.ncbi.nlm.nih.gov/36083174/,36083174,,
395,NCT04261309,https://pubmed.ncbi.nlm.nih.gov/35725262/,35725262,,
396,NCT04261309,https://pubmed.ncbi.nlm.nih.gov/35717179/,35717179,,
397,NCT04261309,https://pubmed.ncbi.nlm.nih.gov/34535487/,34535487,,
398,NCT04214964,https://pubmed.ncbi.nlm.nih.gov/27959688/,27959688,,
399,NCT04214964,https://pubmed.ncbi.nlm.nih.gov/29437644/,29437644,,
400,NCT04214964,https://pubmed.ncbi.nlm.nih.gov/29232466/,29232466,,
401,NCT04359355,https://pubmed.ncbi.nlm.nih.gov/34034272/,34034272,,
402,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/19347838/,19347838,,
403,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/19891819/,19891819,,
404,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/20930266/,20930266,,
405,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/21118724/,21118724,,
406,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22228824/,22228824,,
407,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22123780/,22123780,,
408,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22503901/,22503901,,
409,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/23172761/,23172761,,
410,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22922216/,22922216,,
411,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22503900/,22503900,,
412,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/20880607/,20880607,,
413,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22340708/,22340708,,
414,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22398564/,22398564,,
415,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/22930700/,22930700,,
416,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/23872925/,23872925,,
417,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/23103091/,23103091,,
418,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/23871765/,23871765,,
419,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/24418053/,24418053,,
420,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/25690662/,25690662,,
421,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/26177270/,26177270,,
422,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/26256457/,26256457,,
423,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/27163822/,27163822,,
424,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/27079712/,27079712,,
425,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/27345927/,27345927,,
426,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/28759966/,28759966,,
427,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/28289381/,28289381,,
428,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/29433981/,29433981,,
429,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/29747584/,29747584,,
430,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/30958370/,30958370,,
431,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31422798/,31422798,,
432,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31914229/,31914229,,
433,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31929167/,31929167,,
434,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31937364/,31937364,,
435,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/32881347/,32881347,,
436,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/32776690/,32776690,,
437,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31865187/,31865187,,
438,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/31235344/,31235344,,
439,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/33271079/,33271079,,
440,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/33188687/,33188687,,
441,NCT03653156,https://pubmed.ncbi.nlm.nih.gov/33835157/,33835157,,
442,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/24522878/,24522878,,
443,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/21748035/,21748035,,
444,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/25332854/,25332854,,
445,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/25988634/,25988634,,
446,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/27329287/,27329287,,
447,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30518336/,30518336,,
448,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/24568201/,24568201,,
449,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/27072310/,27072310,,
450,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30604030/,30604030,,
451,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/26381281/,26381281,,
452,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/29534018/,29534018,,
453,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/22433239/,22433239,,
454,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30938123/,30938123,,
455,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/29725074/,29725074,,
456,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/31046817/,31046817,,
457,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30641848/,30641848,,
458,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/31031146/,31031146,,
459,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30298336/,30298336,,
460,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30484008/,30484008,,
461,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/30478620/,30478620,,
462,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/26866876/,26866876,,
463,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/29553376/,29553376,,
464,NCT04490005,https://pubmed.ncbi.nlm.nih.gov/33980528/,33980528,,
465,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/20521347/,20521347,,
466,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/24035300/,24035300,,
467,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/20382710/,20382710,,
468,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/22525556/,22525556,,
469,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/26228606/,26228606,,
470,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/25121724/,25121724,,
471,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/21437851/,21437851,,
472,NCT04328792,https://pubmed.ncbi.nlm.nih.gov/27898976/,27898976,,
473,NCT04342923,https://pubmed.ncbi.nlm.nih.gov/31153788/,31153788,,
474,NCT04449406,https://pubmed.ncbi.nlm.nih.gov/26240291/,26240291,,
475,NCT04449406,https://pubmed.ncbi.nlm.nih.gov/31857725/,31857725,,
476,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/12356160/,12356160,,
477,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29151695/,29151695,,
478,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/26063407/,26063407,,
479,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/25465804/,25465804,,
480,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29314222/,29314222,,
481,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29059036/,29059036,,
482,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28994665/,28994665,,
483,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/31675174/,31675174,,
484,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/30213434/,30213434,,
485,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/30406313/,30406313,,
486,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28705145/,28705145,,
487,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/30240304/,30240304,,
488,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28180924/,28180924,,
489,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/16679273/,16679273,,
490,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/27113641/,27113641,,
491,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29922932/,29922932,,
492,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28099329/,28099329,,
493,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29384909/,29384909,,
494,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28256449/,28256449,,
495,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/28779950/,28779950,,
496,NCT04299919,https://pubmed.ncbi.nlm.nih.gov/29218611/,29218611,,
497,NCT03336463,https://pubmed.ncbi.nlm.nih.gov/25341889/,25341889,,
498,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/12465051/,12465051,,
499,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/8890118/,8890118,,
500,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/16972073/,16972073,,
501,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/27178702/,27178702,,
502,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/7655889/,7655889,,
503,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/8800948/,8800948,,
504,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/25697185/,25697185,,
505,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/26404288/,26404288,,
506,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/15895348/,15895348,,
507,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/16459124/,16459124,,
508,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/20684907/,20684907,,
509,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/17988925/,17988925,,
510,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/26751449/,26751449,,
511,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/26163348/,26163348,,
512,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/27447434/,27447434,,
513,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/22773202/,22773202,,
514,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/24550829/,24550829,,
515,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/23487325/,23487325,,
516,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/26679417/,26679417,,
517,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/24630612/,24630612,,
518,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/19150867/,19150867,,
519,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/19319758/,19319758,,
520,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/27160471/,27160471,,
521,NCT03921697,https://pubmed.ncbi.nlm.nih.gov/29558410/,29558410,,
522,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/29169478/,29169478,,
523,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/26873093/,26873093,,
524,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/28328498/,28328498,,
525,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/28947007/,28947007,,
526,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/27441719/,27441719,,
527,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/23899591/,23899591,,
528,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/29321268/,29321268,,
529,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/28241963/,28241963,,
530,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/30102248/,30102248,,
531,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/30106699/,30106699,,
532,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/30010088/,30010088,,
533,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/29880128/,29880128,,
534,NCT03662802,https://pubmed.ncbi.nlm.nih.gov/26285054/,26285054,,
535,NCT04563416,https://pubmed.ncbi.nlm.nih.gov/35992850/,35992850,,
536,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/32053470/,32053470,,
537,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/32167524/,32167524,,
538,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/32162702/,32162702,,
539,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/32252338/,32252338,,
540,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/31756987/,31756987,,
541,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/31168572/,31168572,,
542,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/29543693/,29543693,,
543,NCT04441814,https://pubmed.ncbi.nlm.nih.gov/3558716/,3558716,,
544,NCT02894164,https://pubmed.ncbi.nlm.nih.gov/15312219/,15312219,,
545,NCT02466854,https://pubmed.ncbi.nlm.nih.gov/34729148/,34729148,,
546,NCT02466854,https://pubmed.ncbi.nlm.nih.gov/29407077/,29407077,1,
547,NCT02466854,https://pubmed.ncbi.nlm.nih.gov/28593789/,28593789,,
548,NCT02466854,https://pubmed.ncbi.nlm.nih.gov/27738920/,27738920,,
549,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/25717355/,25717355,,
550,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/21138930/,21138930,,
551,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/2473403/,2473403,,
552,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/2233383/,2233383,,
553,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/29848496/,29848496,,
554,NCT05084495,https://pubmed.ncbi.nlm.nih.gov/20133512/,20133512,,
555,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/12063099/,12063099,,
556,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/18194099/,18194099,,
557,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/17445319/,17445319,,
558,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/21444623/,21444623,,
559,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/21859870/,21859870,,
560,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/21387551/,21387551,,
561,NCT02833259,https://pubmed.ncbi.nlm.nih.gov/33177142/,33177142,,
562,NCT04156594,https://pubmed.ncbi.nlm.nih.gov/23287892/,23287892,,
563,NCT04156594,https://pubmed.ncbi.nlm.nih.gov/25058504/,25058504,,
564,NCT04156594,https://pubmed.ncbi.nlm.nih.gov/28182564/,28182564,,
565,NCT04156594,https://pubmed.ncbi.nlm.nih.gov/30070222/,30070222,,
566,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/24478321/,24478321,,
567,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/26120100/,26120100,,
568,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/25272332/,25272332,,
569,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/26404501/,26404501,,
570,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/29231969/,29231969,,
571,NCT00809575,https://pubmed.ncbi.nlm.nih.gov/32086447/,32086447,,
572,NCT04479150,https://pubmed.ncbi.nlm.nih.gov/34535796/,34535796,,
573,NCT04479150,https://pubmed.ncbi.nlm.nih.gov/33592888/,33592888,,
574,NCT02022878,https://pubmed.ncbi.nlm.nih.gov/25700748/,25700748,1,
575,NCT03054142,https://pubmed.ncbi.nlm.nih.gov/33407184/,33407184,,
576,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/27207191/,27207191,,
577,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/26673558/,26673558,,
578,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/2788575/,2788575,,
579,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/10213345/,10213345,,
580,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/23597298/,23597298,,
581,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/15367505/,15367505,,
582,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/24770484/,24770484,,
583,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/23476054/,23476054,,
584,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/28785969/,28785969,,
585,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/15846257/,15846257,,
586,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/18926148/,18926148,,
587,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/12633546/,12633546,,
588,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/12633547/,12633547,,
589,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/23537547/,23537547,,
590,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/21210078/,21210078,,
591,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/30371158/,30371158,,
592,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/26386914/,26386914,,
593,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/29682806/,29682806,,
594,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/29185616/,29185616,,
595,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/17627880/,17627880,,
596,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/19406271/,19406271,,
597,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/12628728/,12628728,,
598,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/20525986/,20525986,,
599,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/17289178/,17289178,,
600,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/24125104/,24125104,,
601,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/23684500/,23684500,,
602,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/23512095/,23512095,,
603,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/28492566/,28492566,,
604,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/21193707/,21193707,,
605,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/20646910/,20646910,,
606,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/19200402/,19200402,,
607,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/19660692/,19660692,,
608,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/30371332/,30371332,,
609,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/22392031/,22392031,,
610,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/15135701/,15135701,,
611,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/25559473/,25559473,,
612,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/11836492/,11836492,,
613,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/27422899/,27422899,,
614,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/16950462/,16950462,,
615,NCT05204238,https://pubmed.ncbi.nlm.nih.gov/20620859/,20620859,,
616,NCT02265549,https://pubmed.ncbi.nlm.nih.gov/23522151/,23522151,,
617,NCT02265549,https://pubmed.ncbi.nlm.nih.gov/23429647/,23429647,,
618,NCT02265549,https://pubmed.ncbi.nlm.nih.gov/24892406/,24892406,,
619,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/12456332/,12456332,,
620,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/17678433/,17678433,,
621,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20399519/,20399519,,
622,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20609312/,20609312,,
623,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/17339568/,17339568,,
624,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/16928995/,16928995,,
625,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/17151373/,17151373,,
626,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/8543964/,8543964,,
627,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/9238374/,9238374,,
628,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20109600/,20109600,,
629,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/15034825/,15034825,,
630,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/12886425/,12886425,,
631,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/19654138/,19654138,,
632,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20563526/,20563526,,
633,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/21503491/,21503491,,
634,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20839899/,20839899,,
635,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/21344122/,21344122,,
636,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/13849070/,13849070,,
637,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/12241721/,12241721,,
638,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/16651029/,16651029,,
639,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/12892979/,12892979,,
640,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/16023747/,16023747,,
641,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/15558179/,15558179,,
642,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/15837098/,15837098,,
643,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/19452608/,19452608,,
644,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20581155/,20581155,,
645,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/20864663/,20864663,,
646,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/9612022/,9612022,,
647,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/3552307/,3552307,,
648,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/11139981/,11139981,,
649,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/21704321/,21704321,,
650,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/18266670/,18266670,,
651,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/21235679/,21235679,,
652,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/17689706/,17689706,,
653,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/19131007/,19131007,,
654,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/18462337/,18462337,,
655,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/21194765/,21194765,,
656,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/35421085/,35421085,,
657,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/32459812/,32459812,,
658,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/30383777/,30383777,,
659,NCT02646943,https://pubmed.ncbi.nlm.nih.gov/27147390/,27147390,,
660,NCT04196634,https://pubmed.ncbi.nlm.nih.gov/34061299/,34061299,,
661,NCT04196634,https://pubmed.ncbi.nlm.nih.gov/32450820/,32450820,,
662,NCT01276678,https://pubmed.ncbi.nlm.nih.gov/24763965/,24763965,,
663,NCT02350010,https://pubmed.ncbi.nlm.nih.gov/11283388/,11283388,,
