"","NCT_num","pubmed","pmid"
"341","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/31668571","31668571"
"342","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/31080027","31080027"
"343","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/30721554","30721554"
"344","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/30691921","30691921"
"345","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/30529112","30529112"
"346","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/30361153","30361153"
"347","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/30255862","30255862"
"348","NCT01802398","https://pubmed.ncbi.nlm.nih.gov/29275946","29275946"
"349","NCT01698632","https://pubmed.ncbi.nlm.nih.gov/32732303","32732303"
"350","NCT01698632","https://pubmed.ncbi.nlm.nih.gov/30737137","30737137"
"351","NCT01587573","https://pubmed.ncbi.nlm.nih.gov/27411053","27411053"
"352","NCT01582763","https://pubmed.ncbi.nlm.nih.gov/34937789","34937789"
"353","NCT01582763","https://pubmed.ncbi.nlm.nih.gov/28406555","28406555"
"354","NCT01452802","https://pubmed.ncbi.nlm.nih.gov/28611126","28611126"
"355","NCT01452802","https://pubmed.ncbi.nlm.nih.gov/28465311","28465311"
"356","NCT01452802","https://pubmed.ncbi.nlm.nih.gov/28396040","28396040"
"357","NCT01452802","https://pubmed.ncbi.nlm.nih.gov/26483097","26483097"
"358","NCT01420588","https://pubmed.ncbi.nlm.nih.gov/25869737","25869737"
"359","NCT01392365","https://pubmed.ncbi.nlm.nih.gov/28682807","28682807"
"360","NCT01364168","https://pubmed.ncbi.nlm.nih.gov/22928669","22928669"
"361","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/37848651","37848651"
"362","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/36247749","36247749"
"363","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/33982599","33982599"
"364","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/33184230","33184230"
"365","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/32279621","32279621"
"366","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/31526121","31526121"
"367","NCT01363856","https://pubmed.ncbi.nlm.nih.gov/22928669","22928669"
"368","NCT01357057","https://pubmed.ncbi.nlm.nih.gov/22363051","22363051"
"369","NCT01353547","https://pubmed.ncbi.nlm.nih.gov/28114441","28114441"
"370","NCT01353131","https://pubmed.ncbi.nlm.nih.gov/26806840","26806840"
"371","NCT01353131","https://pubmed.ncbi.nlm.nih.gov/24620844","24620844"
"372","NCT01353131","https://pubmed.ncbi.nlm.nih.gov/24485635","24485635"
"373","NCT01346709","https://pubmed.ncbi.nlm.nih.gov/30431500","30431500"
"374","NCT01346709","https://pubmed.ncbi.nlm.nih.gov/26020123","26020123"
"375","NCT01325883","https://pubmed.ncbi.nlm.nih.gov/27589870","27589870"
"376","NCT01276678","https://pubmed.ncbi.nlm.nih.gov/31218482","31218482"
"377","NCT01276678","https://pubmed.ncbi.nlm.nih.gov/30626544","30626544"
"378","NCT01276678","https://pubmed.ncbi.nlm.nih.gov/24763965","24763965"
"379","NCT01194024","https://pubmed.ncbi.nlm.nih.gov/37352120","37352120"
"380","NCT01166360","https://pubmed.ncbi.nlm.nih.gov/27717384","27717384"
"381","NCT01166360","https://pubmed.ncbi.nlm.nih.gov/23391200","23391200"
"382","NCT01161381","https://pubmed.ncbi.nlm.nih.gov/26937681","26937681"
"383","NCT01079728","https://pubmed.ncbi.nlm.nih.gov/33280547","33280547"
"384","NCT01079728","https://pubmed.ncbi.nlm.nih.gov/32098866","32098866"
"385","NCT01079728","https://pubmed.ncbi.nlm.nih.gov/31269910","31269910"
"386","NCT01079728","https://pubmed.ncbi.nlm.nih.gov/30828313","30828313"
"387","NCT00969657","https://pubmed.ncbi.nlm.nih.gov/24309199","24309199"
"388","NCT00961389","https://pubmed.ncbi.nlm.nih.gov/22323509","22323509"
"389","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/30590587","30590587"
"390","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/28778282","28778282"
"391","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/28228318","28228318"
"392","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/26498178","26498178"
"393","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/25840428","25840428"
"394","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/24777850","24777850"
"395","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/23739218","23739218"
"396","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/22633255","22633255"
"397","NCT00821379","https://pubmed.ncbi.nlm.nih.gov/20943702","20943702"
"398","NCT00809575","https://pubmed.ncbi.nlm.nih.gov/26404501","26404501"
"399","NCT00604773","https://pubmed.ncbi.nlm.nih.gov/22323509","22323509"
"400","NCT00604773","https://pubmed.ncbi.nlm.nih.gov/22206727","22206727"
"401","NCT00604773","https://pubmed.ncbi.nlm.nih.gov/21426560","21426560"
"402","NCT00258869","https://pubmed.ncbi.nlm.nih.gov/33938716","33938716"
"403","NCT00258869","https://pubmed.ncbi.nlm.nih.gov/34150923","34150923"
"404","NCT00258869","https://pubmed.ncbi.nlm.nih.gov/25538794","25538794"
"405","NCT00258869","https://pubmed.ncbi.nlm.nih.gov/20370777","20370777"
"406","NCT00258869","https://pubmed.ncbi.nlm.nih.gov/19846634","19846634"
"407","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/37684526","37684526"
"408","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/37474729","37474729"
"409","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/35878742","35878742"
"410","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/35747850","35747850"
"411","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/35522969","35522969"
"412","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/33526918","33526918"
"413","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/28797782","28797782"
"414","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/27374829","27374829"
"415","NCT00092235","https://pubmed.ncbi.nlm.nih.gov/26088932","26088932"
"416","NCT04352556","https://pubmed.ncbi.nlm.nih.gov/36265128","36265128"
"417","NCT04352556","https://pubmed.ncbi.nlm.nih.gov/34644385","34644385"
"418","NCT04352556","https://pubmed.ncbi.nlm.nih.gov/34272724","34272724"
"419","NCT04352556","https://pubmed.ncbi.nlm.nih.gov/32798473","32798473"
