NCT,study_start,final_decision,study_posted,overall_status,PMID,match,reject_reason,title,abstract,grant_info,pub_date,pub_type_ui,doi,registration,pub_after_study_start,posted_before_pub,NCT_in_main_text,note
NCT04442425,25/06/2020,include,22/06/2020,Enrolling by invitation,36175037,0,NA,Maximizing the value of phase III trials in immuno-oncology: A checklist from the Society for Immunotherapy of Cancer (SITC).,"The broad activity of agents blocking the programmed cell death protein 1 and its ligand (the PD-(L)1 axis) revolutionized oncology, offering long-term benefit to patients and even curative responses for tumors that were once associated with dismal prognosis. However, only a minority of patients experience durable clinical benefit with immune checkpoint inhibitor monotherapy in most disease settings. Spurred by preclinical and correlative studies to understand mechanisms of non-response to the PD-(L)1 antagonists and by combination studies in animal tumor models, many drug development programs were designed to combine anti-PD-(L)1 with a variety of approved and investigational chemotherapies, tumor-targeted therapies, antiangiogenic therapies, and other immunotherapies. Several immunotherapy combinations improved survival outcomes in a variety of indications including melanoma, lung, kidney, and liver cancer, among others. This immunotherapy renaissance, however, has led to many combinations being advanced to late-stage development without definitive predictive biomarkers, limited phase I and phase II data, or clinical trial designs that are not optimized for demonstrating the unique attributes of immune-related antitumor activity-for example, landmark progression-free survival and overall survival. The decision to activate a study at an individual site is investigator-driven, and generalized frameworks to evaluate the potential for phase III trials in immuno-oncology to yield positive data, particularly to increase the number of curative responses or otherwise advance the field have thus far been lacking. To assist in evaluating the potential value to patients and the immunotherapy field of phase III trials, the Society for Immunotherapy of Cancer (SITC) has developed a checklist for investigators, described in this manuscript. Although the checklist focuses on anti-PD-(L)1-based combinations, it may be applied to any regimen in which immune modulation is an important component of the antitumor effect.© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",UL1 TR001863|NCATS NIH HHS|United States,30/09/2022,D016428,10.1136/jitc-2022-005413,NA,1,1,,
NCT04445012,24/10/2019,include,24/06/2020,Recruiting,35820696,0,NA,Mechanical versus bioprosthetic valves in chronic dialysis: a systematic review and meta-analysis.,"Many patients with end-stage kidney disease (ESKD) have valvular heart disease requiring surgery. The optimal prosthetic valve is not established in this population. We performed a systematic review and meta-analysis to assess outcomes of patients with dialysis-dependent ESKD who received mechanical or bioprosthetic valves.We searched Cochrane Central, Medline and Embase from inception to January 2020. We performed screening, full-text assessment, risk of bias and data collection, independently and in duplicate. Data were pooled using a random-effects model.We identified 28 observational studies (n = 9857 patients, including 6680 with mechanical valves and 3717 with bioprosthetic valves) with a median follow-up of 3.45 years. Twenty-two studies were at high risk of bias and 1 was at critical risk of bias from confounding. Certainty in evidence was very low for all outcomes except bleeding. Mechanical valves were associated with reduced mortality at 30 days (relative risk [RR] 0.79, 95% confidence interval [CI] 0.65-0.97, I 2 = 0, absolute effect 27 fewer deaths per 1000) and at 6 or more years (mean 9.7 yr, RR 0.83, 95% CI 0.72-0.96, I 2 = 79%, absolute effect 145 fewer deaths per 1000), but increased bleeding (incidence rate ratio [IRR] 2.46, 95% CI 1.41-4.27, I 2 = 59%, absolute effect 91 more events per 1000) and stroke (IRR 1.63, 95% CI 1.21-2.20, I 2 = 0%, absolute effect 25 more events per 1000).Mechanical valves were associated with reduced mortality, but increased rate of bleeding and stroke. Given very low certainty for evidence of mortality and stroke outcomes, patients and clinicians may choose prosthetic valves based on factors such as bleeding risk and valve longevity.PROSPERO no. CRD42017081863.© 2022 CMA Impact Inc. or its licensors.",NA,13/07/2022,D016428;D017418;D000078182,10.1503/cjs.001121,NA,1,1,,
NCT04448353,1/03/2019,include,25/06/2020,Recruiting,34267377,0,NA,Immune cell profiling in atherosclerosis: role in research and precision medicine.,"Inflammation is intimately involved at all stages of atherosclerosis and remains a substantial residual cardiovascular risk factor in optimally treated patients. The proof of concept that targeting inflammation reduces cardiovascular events in patients with a history of myocardial infarction has highlighted the urgent need to identify new immunotherapies to treat patients with atherosclerotic cardiovascular disease. Importantly, emerging data from new clinical trials show that successful immunotherapies for atherosclerosis need to be tailored to the specific immune alterations in distinct groups of patients. In this Review, we discuss how single-cell technologies - such as single-cell mass cytometry, single-cell RNA sequencing and cellular indexing of transcriptomes and epitopes by sequencing - are ideal for mapping the cellular and molecular composition of human atherosclerotic plaques and how these data can aid in the discovery of new precise immunotherapies. We also argue that single-cell data from studies in humans need to be rigorously validated in relevant experimental models, including rapidly emerging single-cell CRISPR screening technologies and mouse models of atherosclerosis. Finally, we discuss the importance of implementing single-cell immune monitoring tools in early phases of drug development to aid in the precise selection of the target patient population for data-driven translation into randomized clinical trials and the successful translation of new immunotherapies into the clinic.© 2021. Springer Nature Limited.",R01 HL153712|NHLBI NIH HHS|United States|T32 HL007824|NHLBI NIH HHS|United States|UH3 TR002067|NCATS NIH HHS|United States,17/07/2021,D016428;D052061;D013485;D016454,10.1038/s41569-021-00589-2,NA,1,1,,
NCT04449406,1/01/2020,include,26/06/2020,"Active, not recruiting",33301466,1,NA,A combination of urinary biomarker panel and PancRISK score for earlier detection of pancreatic cancer: A case-control study.,"Pancreatic ductal adenocarcinoma (PDAC) is one of the deadliest cancers, with around 9% of patients surviving >5 years. Asymptomatic in its initial stages, PDAC is mostly diagnosed late, when already a locally advanced or metastatic disease, as there are no useful biomarkers for detection in its early stages, when surgery can be curative. We have previously described a promising biomarker panel (LYVE1, REG1A, and TFF1) for earlier detection of PDAC in urine. Here, we aimed to establish the accuracy of an improved panel, including REG1B instead of REG1A, and an algorithm for data interpretation, the PancRISK score, in additional retrospectively collected urine specimens. We also assessed the complementarity of this panel with CA19-9 and explored the daily variation and stability of the biomarkers and their performance in common urinary tract cancers.Clinical specimens were obtained from multiple centres: Barts Pancreas Tissue Bank, University College London, University of Liverpool, Spanish National Cancer Research Center, Cambridge University Hospital, and University of Belgrade. The biomarker panel was assayed on 590 urine specimens: 183 control samples, 208 benign hepatobiliary disease samples (of which 119 were chronic pancreatitis), and 199 PDAC samples (102 stage I-II and 97 stage III-IV); 50.7% were from female individuals. PDAC samples were collected from patients before treatment. The samples were assayed using commercially available ELISAs. Statistical analyses were performed using non-parametric Kruskal-Wallis tests adjusted for multiple comparisons, and multiple logistic regression. Training and validation datasets for controls and PDAC samples were obtained after random division of the whole available dataset in a 1:1 ratio. The substitution of REG1A with REG1B enhanced the performance of the panel to detect resectable PDAC. In a comparison of controls and PDAC stage I-II samples, the areas under the receiver operating characteristic curve (AUCs) increased from 0.900 (95% CI 0.843-0.957) and 0.926 (95% CI 0.843-1.000) in the training (50% of the dataset) and validation sets, respectively, to 0.936 in both the training (95% CI 0.903-0.969) and the validation (95% CI 0.888-0.984) datasets for the new panel including REG1B. This improved panel showed both sensitivity (SN) and specificity (SP) to be >85%. Plasma CA19-9 enhanced the performance of this panel in discriminating PDAC I-II patients from controls, with AUC = 0.992 (95% CI 0.983-1.000), SN = 0.963 (95% CI 0.913-1.000), and SP = 0.967 (95% CI 0.924-1.000). We demonstrate that the biomarkers do not show significant daily variation, and that they are stable for up to 5 days at room temperature. The main limitation of our study is the low number of stage I-IIA PDAC samples (n = 27) and lack of samples from individuals with hereditary predisposition to PDAC, for which specimens collected from control individuals were used as a proxy.We have successfully validated our urinary biomarker panel, which was improved by substituting REG1A with REG1B. At a pre-selected cutoff of >80% SN and SP for the affiliated PancRISK score, we demonstrate a clinically applicable risk stratification tool with a binary output for risk of developing PDAC ('elevated' or 'normal'). PancRISK provides a step towards precision surveillance for PDAC patients, which we will test in a prospective clinical study, UroPanc.",G0801588|Medical Research Council|United Kingdom|PB-PG-0712-28114|Department of Health|United Kingdom|RG2014_01_PERERIA|Pancreatic Cancer UK|United Kingdom,11/12/2020,D016428;D016448;D013485,10.1371/journal.pmed.1003489,NA,1,1,0,"matches scope of NCT, PI is author"
NCT04451252,2/10/2019,include,30/06/2020,"Active, not recruiting",35477406,0,NA,Predictors for patient satisfaction of a single intra-articular injection of crosslinked hyaluronic acid combined with mannitol (HANOX-M-XL) in patients with temporomandibular joint osteoarthritis. Results of a prospective open-label pilot study (HAPPYMINI-ARTEMIS trial).,"Chronic pain and functional impairment interfere with the quality of life of subjects suffering from temporomandibular joint (TMJ) disorders. Intra-articular (IA) hyaluronic acid (HA) injections have been shown to alleviate pain and improve mandibular mobility in patients with TMJ osteoarthritis (OA).The primary aim of the study was to identify the prognostic factors of patient satisfaction for a single IA injection of a mannitol-modified crosslinked HA (HANOX-M-XL) in patients with TMJ-OA. The second goal was to obtain clinical data on effectiveness, safety and mandibular mobility throughout a six-month follow-up period.This was an observational single-arm prospective trial with a six-month follow-up.patients with TMJ-OA which is not relieved by analgesics and/or non-steroidal-anti-inflammatory drugs and/or orthotics, with radiological evidence of TMJ-OA. All patients received a single IA injection of 1 ml HANOX-M-XL in the target TMJ. The primary endpoint was patient satisfaction on day 180. The main secondary outcome measures were pain variation on a 11-point numeric scale (0-11) between the date of injection and month six, the variation over time of the Maximum Inter-Incisal Opening Distance (MIIOD) and the patient's assessment of effectiveness. Predictive factors of success or failure were also studied. All adverse events were recorded.36 subjects (mean age 55.3 years, mean disease duration 98 months), covering a total of 52 injected TMJs, were included. Between baseline and endpoint, the average pain while chewing decreased dramatically from 6.9 ± 1.2 to 2.9 ± 1.3 (p < 0.0001) and the MIIOD increased from 29 ± 7 to 35 ± 5 mm (p < 0.01). On day 180, all patients were satisfied with the treatment, with 34 patients (94%) rating it as highly effective or effective. Tolerability was good in all but one patient. In the multivariate analysis, patient satisfaction on day 180 was highly correlated with the pain while chewing score, pain on palpation score and the decrease of pain over time (all p < 0.0001) but not with MIIOD, gender, age, bruxism, articular noise and symptom duration. Previous viscosupplementation was also related to higher satisfaction (p = 0.01).Despite a long history of pain, most of the patients with symptomatic TMJ-OA benefited from a single injection of HANOX-M-XL, as shown by the sustained (up to 6 months) decrease in pain and improvement in mandibular mobility, with no safety concerns.© 2022. The Author(s).",NA,29/04/2022,D016428;D064888,10.1186/s12891-022-05352-3,NA,1,1,,
NCT04451577,1/06/2020,include,30/06/2020,Recruiting,35977759,0,NA,Patients awaiting surgery for neurosurgical diseases during the first wave of the COVID-19 pandemic in Spain: a multicentre cohort study.,"The large number of infected patients requiring mechanical ventilation has led to the postponement of scheduled neurosurgical procedures during the first wave of the COVID-19 pandemic. The aims of this study were to investigate the factors that influence the decision to postpone scheduled neurosurgical procedures and to evaluate the effect of the restriction in scheduled surgery adopted to deal with the first outbreak of the COVID-19 pandemic in Spain on the outcome of patients awaiting surgery.This was an observational retrospective study.A tertiary-level multicentre study of neurosurgery activity between 1 March and 30 June 2020.A total of 680 patients awaiting any scheduled neurosurgical procedure were enrolled. 470 patients (69.1%) were awaiting surgery because of spine degenerative disease, 86 patients (12.6%) due to functional disorders, 58 patients (8.5%) due to brain or spine tumours, 25 patients (3.7%) due to cerebrospinal fluid (CSF) disorders and 17 patients (2.5%) due to cerebrovascular disease.The primary outcome was mortality due to any reason and any deterioration of the specific neurosurgical condition. Second, we analysed the rate of confirmed SARS-CoV-2 infection.More than one-quarter of patients experienced clinical or radiological deterioration. The rate of worsening was higher among patients with functional (39.5%) or CSF disorders (40%). Two patients died (0.4%) during the waiting period, both because of a concurrent disease. We performed a multivariate logistic regression analysis to determine independent covariates associated with maintaining the surgical indication. We found that community SARS-CoV-2 incidence (OR=1.011, p<0.001), degenerative spine (OR=0.296, p=0.027) and expedited indications (OR=6.095, p<0.001) were independent factors for being operated on during the pandemic.Patients awaiting neurosurgery experienced significant collateral damage even when they were considered for scheduled procedures.© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",NA,18/08/2022,D016428;D016448;D064888,10.1136/bmjopen-2022-061208,NA,1,1,,
NCT04452058,1/08/2019,include,30/06/2020,Recruiting,31290993,0,NA,Association of Survival and Immune-Related Biomarkers With Immunotherapy in Patients With Non-Small Cell Lung Cancer: A Meta-analysis and Individual Patient-Level Analysis.,"The beneficial role of immunotherapy and the clinical relevance of current biomarkers in non-small cell lung cancer (NSCLC) remain inconclusive; thus, appropriate strategies and reliable predictors need further definition.To evaluate the association of clinical outcomes with immune checkpoint inhibitors, tumor vaccines, and cellular immunotherapy in patients with advanced NSCLC and to explore appropriate strategies, candidates, and predictors.The PubMed, EMBASE, and Cochrane Central Register of Controlled Trials databases were searched from inception to June 2018, using relevant search keywords and Medical Subject Headings (MeSH) terms, including tumor vaccine, cellular immunotherapy, immune checkpoint inhibitor, cytotoxic T-lymphocyte-associated protein 4, programmed death-ligand 1, programmed death receptor 1, and non-small cell lung carcinoma. Systematic reviews, meta-analyses, references, and conference proceedings were manually searched.English-language randomized clinical trials with available data that measured overall survival (OS), progression-free survival (PFS), or objective response rate comparing immune checkpoint inhibitors, tumor vaccines, or cellular immunotherapy with conventional therapy for patients with advanced or metastatic NSCLC were included. Thirty-one immunotherapy randomized clinical trials were included, and multicohort data included next-generation sequencing data from patients with advanced NCSLC.Hazard ratios and 95% CIs were pooled to estimate the survival increases in OS and PFS. Dichotomous data, such as object response rate data, were analyzed using the risk ratio. Mantel-Haenszel random-effects model was used. I2 was used to assess the heterogeneity between trials; an I2 value exceeding 50% indicated the existence of substantial heterogeneity. Analyses took place from February 1, 2018, to August 31, 2018.Primary outcomes were OS and PFS.In total, 14 395 patients (9500 [66.0%] men) were included in the meta-analysis, and 1833 patients (mean [SD], 65.2 [9.9] years; 1063 [58.0%] men) were included in the individual patient-level study. Compared with conventional therapy, immunotherapy was associated with significantly longer OS (hazard ratio, 0.76; 95% CI, 0.71-0.82; P < .001) and PFS (hazard ratio, 0.76; 95% CI, 0.70-0.83; P < .001). The best checkpoint blockade strategy was first-line pembrolizumab with platinum-based chemotherapy. The combined predictive utility of programmed cell death ligand 1 (PD-L1) expression and tumor mutation burden (TMB) was associated with predictive prognosis (whole-exome sequencing: 1-year PFS area under the receiver operating characteristic curve [AUC], 0.829; 3-year PFS AUC, 0.839; targeted next-generation sequencing: 1-year PFS AUC, 0.826; 3-year PFS AUC, 0.948). Moreover, the addition of CD8+ T-cell tumor-infiltrating lymphocytes was associated with improved prognosis predictions for OS (3-year OS AUC, 0.659; 5-year OS AUC, 0.665). RYR1 or MGAM mutations were significantly associated with concomitantly increased durable clinical benefits (RYR1: durable clinical benefit [DCB], 12 of 51 patients [24%]; no durable benefit [NDB], 2 of 55 patients [4%]; P < .001; MGAM: DCB, 12 of 51 patients [24%]; NDB, 0 patients; P < .001), a higher TMB (RYRI: high TMB, 12 of 53 patients [23%]; low TMB, 2 of 53 patients [38%]; P < .001; MGAM: high TMB, 9 of 53 patients [17%]; low TMB, 0 patients; P < .001), and higher PD-L1 expression (RYRI: high PD-L1 expression, 8 of 30 patients [27%]; low PD-L1 expression, 6 of 85 [7.1%]; P < .001; MGAM: high PD-L1 expression, 6 of 30 patients [20%]; low PD-L1 expression, 5 of 85 patients [6%]; P < .001).Immunotherapies showed promising clinical outcomes for patients with NSCLC. Pembrolizumab with platinum-based chemotherapy was found to be the most appropriate first-line immune checkpoint inhibitor regimen for advanced NSCLC, and the combined use of PD-L1 expression and TMB was found to be a promising biomarker to evaluate patients' survival and response to precision immunotherapy. The further combination of CD8+ T-cell tumor-infiltrating lymphocytes, PD-L1 expression, and TMB was associated with reliable prognosis. The predictive value of that combination needs to be prospectively validated in large-scale studies.",NA,11/07/2019,D016428;D017418;D013485,10.1001/jamanetworkopen.2019.6879,NA,0,0,,
NCT04454099,26/06/2020,include,1/07/2020,Completed,35315165,0,NA,A global view of adherence to colonoscopy follow-up in cascade screening of colorectal cancer.,"To overview the colonoscopy adherence in cascade screening of colorectal cancer (CRC) and evaluate potential influence of the initial tests based on an ecological evaluation.The performance of the initial screening tests and adherence to subsequent colonoscopy were extracted from relevant studies published up to 16 October 2020. The age-standardised incidence (ASRi) of CRC in populations in the year of screening was derived from the Cancer Statistics.One hundred sixty-six observational studies and 60 experimental studies were identified. Most studies applied cascade screening with faecal occult blood tests (FOBTs) as an initial test. The adherence to colonoscopy varied greatly across populations by continents, gross national income and type of initial tests, with a median (interquartile range) of 79.8% (63.1%-87.8%) in observational studies and 82.1% (66.7%-90.4%) in randomised trials. The adherence was positively correlated with the ASRi of CRC (r = 0.145, p = 0.023) and positive predictive value (PPV) of the initial tests (r = 0.206, p = 0.002) in observational studies and correlated with ASRi of CRC (r = 0.309, p = 0.002) and sensitivity of the initial tests (r = -0.704, p = 0.003) in experimental studies.Adherence to colonoscopy varies greatly across populations and is related with performance of the initial tests, indicating the importance to select appropriate initial tests.© 2022 John Wiley & Sons Ltd.","c(""# PW2019A-5"", ""Health Commission of Pudong New Area of Shanghai"", """")|c(""Local High Level University Construction Project of Shanghai"", """")",23/03/2022,D016428;D016454,10.1111/ecc.13577,NA,1,1,,
NCT04454190,1/08/2020,include,1/07/2020,Enrolling by invitation,21663644,0,NA,Buffy coat specimens remain viable as a DNA source for highly multiplexed genome-wide genetic tests after long term storage.,"Blood specimen collection at an early study visit is often included in observational studies or clinical trials for analysis of secondary outcome biomarkers. A common protocol is to store buffy coat specimens for future DNA isolation and these may remain in frozen storage for many years. It is uncertain if the DNA remains suitable for modern genome wide association (GWA) genotyping.We isolated DNA from 120 Action to Control Cardiovascular Risk in Diabetes (ACCORD) clinical trial buffy coats sampling a range of storage times up to 9 years and other factors that could influence DNA yield. We performed TaqMan SNP and GWA genotyping to test whether the DNA retained integrity for high quality genetic analysis.We tested two QIAGEN automated protocols for DNA isolation, preferring the Compromised Blood Protocol despite similar yields. We isolated DNA from all 120 specimens (yield range 1.1-312 ug per 8.5 ml ACD tube of whole blood) with only 3/120 samples yielding < 10 ug DNA. Age of participant at blood draw was negatively associated with yield (mean change -2.1 ug/year). DNA quality was very good based on gel electrophoresis QC, TaqMan genotyping of 6 SNPs (genotyping no-call rate 1.1% in 702 genotypes), and excellent quality GWA genotyping data (maximum per sample genotype missing rate 0.64%).When collected as a long term clinical trial or biobank specimen for DNA, buffy coats can be stored for up to 9 years in a -80°C frozen state and still produce high yields of DNA suitable for GWA analysis and other genetic testing.",N01-HC-95180|NHLBI NIH HHS|United States|N01-HC-95184|NHLBI NIH HHS|United States|IAA-Y1-HC-1010|NHLBI NIH HHS|United States|N01-HC-95182|NHLBI NIH HHS|United States|N01-HC-95183|NHLBI NIH HHS|United States|N01-HC-95178|NHLBI NIH HHS|United States|N01-HC-95179|NHLBI NIH HHS|United States|N01-HC-95181|NHLBI NIH HHS|United States|IAA-Y1-HC-9035|NHLBI NIH HHS|United States,15/06/2011,D016428;D052061;D013485;D013487,10.1186/1479-5876-9-91,NCT00000620,0,0,,
NCT04455568,1/07/2020,include,2/07/2020,Not yet recruiting,36104136,0,NA,Associated factors for discontinuation of statin use one year after discharge in patients with acute coronary syndrome in China.,"To determine the associated factors for discontinuation of statin use 1 year after discharge in patients who survived from acute coronary syndrome (ACS) in China.75 hospitals across China.A cohort follow-up study.The study included 10 337 patients with ACS hospitalised in 2007-2010 and discharged with statins from 75 hospitals in China in the Clinical Pathways for Acute Coronary Syndromes in China Study-Phase 2 (CPACS-2), who were followed-up at 6 and 12 months postdischarge.The primary outcome was the discontinuation of statin use defined as not in current use of statin at either 6-month or 12-month follow-up.Multivariable logistic regression model showed that patients who did not have cholesterol measurement (adjusted OR=1.29; 95% CI: 1.10 to 1.50) and patients with either higher (1.27; 1.13 to 1.43) or lower dose of statin (1.22; 1.07 to 1.40), compared with those with standard dose, were more likely to discontinue the use of statin. In addition, patients on the CPACS-2 intervention pathway (adjusted OR=0.83; 95% CI: 0.74 to 0.94), patients with medical insurance (0.75; 0.67 to 0.85), history of hypertension (0.83; 0.75 to 0.92), high low-density lipoprotein cholesterol (0.70; 0.57 to 0.87) at the baseline, prior statin use (0.73; 0.63 to 0.84), use of atorvastatin (0.78; 0.70 to 0.88) and those who underwent percutaneous coronary intervention or coronary artery bypass grafting during hospitalisation (0.47; 0.43 to 0.53) were less likely to discontinue statin use. The 1-year statin discontinuation rate decreased from 29.5% in 2007-2008 to 17.8% in 2010 (adjusted OR=0.60; 95% CI: 0.51 to 0.70).Implementing clinical pathway, enhancing medical insurance coverage, strengthening health education in both physicians and patients, using statin at standard dosage may help improve the adherence to statin use after discharge in Chinese patients with ACS.Australian New Zealand Clinical Trials Registry (ACTRN12609000491268).© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",NA,15/09/2022,D016428;D013485,10.1136/bmjopen-2021-056236,ACTRN12609000491268,1,1,,
NCT04458220,30/06/2020,include,7/07/2020,Recruiting,33550561,0,NA,Utilization of apnea-hypopnea index as a novel predictive factor for difficult mask ventilation in the Chinese population under general anesthesia.,"Difficult mask ventilation (DMV) is a potentially life-threatening situation that can arise during anesthesia. However, most clinical predictors of DMV are based on European and US populations. On the other hand, most predictive models consist of multiple factors and complicated assessments. Since obstructive sleep apnea (OSA) is among the most important risk factors associated with DMV, the apnea-hypopnea index (AHI) may play an important role in determining patient risk.The purpose of this study was to investigate the relationship between DMV and AHI, and to determine preoperative risk factors for DMV in Chinese patients.A prospective cohort trial enrolled patients scheduled for elective surgery. After obtaining informed consent, patient demographic information was collected, and patients were tested with pre-operative polysomnography. The anesthesiologist who managed the airway graded the mask ventilation. The difficult mask ventilation was defined as the mask ventilation provided by an unassisted anesthesiologist without oral airway or other adjuvant. A logistic regression model was used to analyze the association between AHI and DMV.A total of 159 patients were analyzed. For both primary and secondary outcomes, the unadjusted and adjusted odds ratio for DMV showed significant increases by 5 AHI units. AHI, age, and the Mallampati classification were found to be independent predictive factors for DMV.AHI is associated with DMV as a novel independent risk factor in Chinese patients. Along with age and Mallampati classification, AHI should be included in establishing a superior predictive strategy for DMV screening.Chinese Clinical Trial Registry ChiCTR-DDD-17013076.© 2021. The Author(s).",NA,8/02/2021,D016428,10.1007/s11325-021-02310-6,NA,1,1,,
NCT04461990,1/12/2020,include,8/07/2020,Not yet recruiting,35313167,0,NA,Six-year absolute invasive disease-free survival benefit of adding adjuvant pertuzumab to trastuzumab and chemotherapy for patients with early HER2-positive breast cancer: A Subpopulation Treatment Effect Pattern Plot (STEPP) analysis of the APHINITY (BIG 4-11) trial.,"The APHINITY trial showed that adding adjuvant pertuzumab (P) to trastuzumab and chemotherapy, compared with adding placebo (Pla), significantly improved invasive disease-free survival (IDFS) for patients with HER2+ early breast cancer both overall and for the node-positive (N+) cohort. We explored whether adding P could benefit some N- subpopulations and whether to consider de-escalation for some N+ subpopulations.Subpopulation Treatment Effect Pattern Plot (STEPP) is an exploratory, graphical method that plots estimates of treatment effect for overlapping patient subpopulations defined by a covariate of interest. We used STEPP to estimate Kaplan-Meier differences in 6-year IDFS percentages (P minus Pla: Δ ± standard error [SE]), both overall and by nodal status, for overlapping subpopulations defined by (1) a clinical composite risk score, (2) tumour infiltrating lymphocytes (TILs) percentage, and (3) human epidermal growth factor receptor 2 (HER2) FISH copy number. Because of multiplicity, a Δ of at least three SE is required to warrant attention.The average absolute gains in 6-year IDFS percentages were 2.8 ± 0.9 overall; 4.5 ± 1.2 for N+ and 0.1 ± 1.1 for N-. Largest gains were for patients with intermediate clinical composite risk (5.3 ± 1.9 overall; 6.9 ± 2.3 N+; 4.0 ± 3.0 N-), highest TILs percentage (6.3 ± 1.7 overall; 7.4 ± 2.4 N+; 3.2 ± 1.7 N-), and intermediate HER2 copy number (2.8 ± 1.9 overall; 7.4 ± 2.5 N+; -1.3 ± 1.9 N-), but clear evidence indicating a pattern of differential subpopulation treatment effects was lacking.STEPP plots for N- did not identify subpopulations clearly benefiting from adding P, and those for N+ did not identify subpopulations warranting de-escalation. TILs percentage appeared to be more predictive of P treatment effect than clinical composite risk score.clinicaltrials.gov Identifier NCT01358877.Copyright © 2022 The Author(s). Published by Elsevier Ltd.. All rights reserved.",NA,22/03/2022,D016430;D016428,10.1016/j.ejca.2022.01.031,NCT01358877,1,1,,
NCT04462380,1/02/2020,include,8/07/2020,Recruiting,35653243,0,NA,Temperature control after cardiac arrest: friend or foe.,"Most patients who are successfully resuscitated after cardiac arrest are initially comatose and require mechanical ventilation and other organ support in an ICU. Best practice has been to cool these patients and control their temperature at a constant value in the range of 32-36 oC for at least 24 h. But the certainty of the evidence for this practice is increasingly being challenged. This review will summarize the evidence on key aspects of temperature control in comatose postcardiac arrest patients.The Targeted Temperature Management 2 (TTM-2) trial documented no difference in 6-month mortality among comatose postcardiac arrest patients managed at 33 oC vs. targeted normothermia. A systematic review and meta-analysis completed by the Advanced Life Support (ALS) Task Force of the International Liaison Committee on Resuscitation (ILCOR) concluded that temperature control with a target of 32-34 °C did not improve survival or favourable functional outcome after cardiac arrest. Two observational studies have documented an association between predicted moderate hypoxic-ischaemic brain injury and better outcome with temperature control at 33-34 oC compared with 35-36 oC.We suggest actively preventing fever by targeting a temperature 37.5 oC or less for those patients who remain comatose following return of spontaneous circulation (ROSC) after cardiac arrest.Copyright © 2022 Wolters Kluwer Health, Inc. All rights reserved.",NA,3/06/2022,D016428;D016454,10.1097/MCC.0000000000000943,NA,1,1,,
NCT04462913,28/07/2017,include,8/07/2020,Recruiting,31428194,0,NA,Is consumer behaviour towards footwear predisposing for lower extremity injuries in runners and walkers? A prospective study.,"Runners and walkers often suffer from lower extremity injuries. Little is known about the relationship between their consumer behaviour towards footwear and the development of those injuries. Therefore, the aim of this study was to investigate if consumer behaviour towards footwear is a risk factor for lower extremity injuries.A prospective cohort study was set-up in leisure-time walkers and runners. Potential risk factors in consumer behaviour were obtained by means of a baseline questionnaire related to the acquisition of current walking or running shoes. Information on injuries sustained during a 24 week period after the baseline questionnaire was obtained in 104 runners and 104 walkers using a 2-weekly questionnaire. Binary logistic regression analysis was used to identify risk factors for lower extremity injuries in the consumer behaviour.Forty- nine (24%) subjects suffered a self-reported lower extremity injury. 35 injuries occurred in runners and 14 among walkers.Undergoing a gait analysis before buying shoes was associated with an increased occurrence of lower extremity injuries (odds ratio (OR) 4.76). A protective factor was caring a lot about the right fitting of the shoes (OR 0.11).Runners and walkers should pay attention to the correct size when buying footwear to diminish the risk of lower extremity injury. Buying footwear after a gait analysis increased the risk of a lower extremity injury in runners and walkers, however, this might be associated with the increased risk that was already present because of previous injury.This trial was not registered since this was an observational study and no intervention took place.",NA,21/08/2019,D016428;D064888,10.1186/s13047-019-0354-x,NA,1,0,,
NCT04464252,15/07/2020,include,9/07/2020,Not yet recruiting,36124597,0,NA,"Logistic regression and artificial neural network-based simple predicting models for obstructive sleep apnea by age, sex, and body mass index.","Age, sex, and body mass index (BMI) were associated with obstructive sleep apnea (OSA). Although various methods have been used in OSA prediction, this study aimed to develop predictions using simple and general predictors incorporating machine learning algorithms. This single-center, retrospective observational study assessed the diagnostic relevance of age, sex, and BMI for OSA in a cohort of 9, 422 patients who had undergone polysomnography (PSG) between 2015 and 2020. The participants were randomly divided into training, testing, and independent validation groups. Multivariable logistic regression (LR) and artificial neural network (ANN) algorithms used age, sex, and BMI as predictors to develop risk-predicting models for moderate-and-severe OSA. The training-testing dataset was used to assess the model generalizability through five-fold cross-validation. We calculated the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV) of the independent validation set to assess the performance of the model. The results showed that age, sex, and BMI were significantly associated with OSA. The validation AUCs of the generated LR and ANN models were 0.806 and 0.807, respectively. The independent validation set's accuracy, sensitivity, specificity, PPV, and NPV were 76.3%, 87.5%, 57.0%, 77.7%, and 72.7% for the LR model, and 76.4%, 87.7%, 56.9%, 77.7%, and 73.0% respectively, for the ANN model. The LR- and ANN-boosted models with the three simple parameters effectively predicted OSA in patients referred for PSG examination and improved insight into risk stratification for OSA diagnosis.",NA,21/09/2022,D016428;D064888;D016449;D013485,10.3934/mbe.2022532,NA,1,1,,
