NCT,study_posted,study_start,overall_status,pmid,title,pub_date_entrez,match,reason,note,,,posted_before_pub
NCT01987921,20/11/2013,15/01/2014,Completed,32620676,Weight as a Risk Factor for Mortality in Critically Ill Patients.,5/07/2020,0,,multivariable analysis,,,1
NCT01987921,20/11/2013,15/01/2014,Completed,27959707,Epidemiology of Acute Kidney Injury in Critically Ill Children and Young Adults.,14/12/2016,0,,other,,,1
NCT01987921,20/11/2013,15/01/2014,Completed,36821787,"Impact of the Magnitude and Timing of Fluid Overload on Outcomes in Critically Ill Children: A Report From the Multicenter International Assessment of Worldwide Acute Kidney Injury, Renal Angina, and Epidemiology (AWARE) Study.",23/02/2023,0,,multivariable analysis,,,1
NCT02022878,30/12/2013,15/12/2013,Completed,25700748,Coronary computed tomographic prediction rule for time-efficient guidewire crossing through chronic total occlusion: insights from the CT-RECTOR multicenter registry (Computed Tomography Registry of Chronic Total Occlusion Revascularization).,22/02/2015,1,,,,,1
NCT02025699,1/01/2014,15/02/2014,Completed,30086729,"Observational multi-centre, prospective study to characterize novel pathogen-and host-related factors in hospitalized patients with lower respiratory tract infections and/or sepsis - the ""TAILORED-Treatment"" study.",9/08/2018,0,,protocol,,,1
NCT02039622,17/01/2014,15/07/2011,Unknown status,33624069,Cardiovascular risk factors during cancer treatment. Prevalence and prognostic relevance: insights from the CARDIOTOX registry.,24/02/2021,0,,other,,,1
NCT02042209,22/01/2014,15/05/2010,Completed,31623657,Predicting acute coronary syndrome in males and females with chest pain who call an emergency medical communication centre.,19/10/2019,1,,,,,1
NCT02070536,25/02/2014,15/02/2014,Completed,30183115,Driving pressure and acute respiratory distress syndrome in critically ill patients.,6/09/2018,0,,adjusted prognostic factor study,,,1
NCT02070536,25/02/2014,15/02/2014,Completed,29861796,Clinical and Biological Predictors of Plasma Levels of Soluble RAGE in Critically Ill Patients: Secondary Analysis of a Prospective Multicenter Observational Study.,5/06/2018,0,,multivariable analysis,,,1
NCT02086136,13/03/2014,15/04/2014,Completed,31220387,Integrated Use of Conventional Chest Radiography Cannot Rule Out Acute Aortic Syndromes in Emergency Department Patients at Low Clinical Probability.,21/06/2019,0,,other,,,1
NCT02086136,13/03/2014,15/04/2014,Completed,29030346,Diagnostic Accuracy of the Aortic Dissection Detection Risk Score Plus D-Dimer for Acute Aortic Syndromes: The ADvISED Prospective Multicenter Study.,15/10/2017,1,,,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,36264365,High arterial oxygen levels and supplemental oxygen administration in traumatic brain injury: insights from CENTER-TBI and OzENTER-TBI.,20/10/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35897070,Clustering identifies endotypes of traumatic brain injury in an intensive care cohort: a CENTER-TBI study.,27/07/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35648213,Comparative effectiveness of intracranial hypertension management guided by ventricular versus intraparenchymal pressure monitoring: a CENTER-TBI study.,1/06/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35526554,"Surgery versus conservative treatment for traumatic acute subdural haematoma: a prospective, multicentre, observational, comparative effectiveness study.",8/05/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35153967,"Neuropsychological Impairment, Brain Injury Symptoms, and Health-Related Quality of Life After Pediatric TBI in Oslo.",14/02/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35112104,Pharmaceutical Venous Thrombosis Prophylaxis in Critically Ill Traumatic Brain Injury Patients.,3/02/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,35065038,Effect of frailty on 6-month outcome after traumatic brain injury: a multicentre cohort study with external validation.,22/01/2022,1,,,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,34904191,Prognostic value of global deep white matter DTI metrics for 1-year outcome prediction in ICU traumatic brain injury patients: an MRI-COMA and CENTER-TBI combined study.,14/12/2021,1,,,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,34302517,Management of arterial partial pressure of carbon dioxide in the first week after traumatic brain injury: results from the CENTER-TBI study.,24/07/2021,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,33854024,The authors reply.,15/04/2021,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,33622371,Use and impact of high intensity treatments in patients with traumatic brain injury across Europe: a CENTER-TBI analysis.,24/02/2021,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,33246186,Care transitions in the first 6months following traumatic brain injury: Lessons from the CENTER-TBI study.,27/11/2020,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,33060506,Acute Kidney Injury in Traumatic Brain Injury Patients: Results From the Collaborative European NeuroTrauma Effectiveness Research in Traumatic Brain Injury Study.,16/10/2020,0,,adjusted prognostic factor study,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32747075,Tracheal intubation in traumatic brain injury: a multicentre prospective observational study.,5/08/2020,0,,adjusted prognostic factor study,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32702336,"Clinical characteristics and outcomes in patients with traumatic brain injury in China: a prospective, multicentre, longitudinal, observational study.",24/07/2020,0,,adjusted prognostic factor study,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32634435,"Incidence, Risk Factors, and Effects on Outcome of Ventilator-Associated Pneumonia in Patients With Traumatic Brain Injury: Analysis of a Large, Multicenter, Prospective, Observational Longitudinal Study.",8/07/2020,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32456684,Low-resolution pressure reactivity index and its derived optimal cerebral perfusion pressure in adult traumatic brain injury: a CENTER-TBI study.,28/05/2020,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32201256,Machine learning algorithms performed no better than regression models for prognostication in traumatic brain injury.,24/03/2020,1,,,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,32131882,Quality indicators for patients with traumatic brain injury in European intensive care units: a CENTER-TBI study.,6/03/2020,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,31619435,Comparative effectiveness of surgery in traumatic acute subdural and intracerebral haematoma: study protocol for a prospective observational study within CENTER-TBI and Net-QuRe.,18/10/2019,0,,protocol,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,31526754,"Case-mix, care pathways, and outcomes in patients with traumatic brain injury in CENTER-TBI: a European prospective, multicentre, longitudinal, cohort study.",19/09/2019,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,25525693,Collaborative European NeuroTrauma Effectiveness Research in Traumatic Brain Injury (CENTER-TBI): a prospective longitudinal observational study.,20/12/2014,0,,protocol,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,37682406,Factorial validity and comparability of the six translations of the Rivermead Post-Concussion Symptoms Questionnaire translations: results from the CENTER-TBI study.,8/09/2023,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,37600483,Comparative effectiveness of decompressive craniectomy versus craniotomy for traumatic acute subdural hematoma (CENTER-TBI): an observational cohort study.,21/08/2023,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,37180469,An independently validated nomogram for individualised estimation of short-term mortality risk among patients with severe traumatic brain injury: a modelling analysis of the CENTER-TBI China Registry Study.,14/05/2023,1,,,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,36527074,Rehabilitation and outcomes after complicated vs uncomplicated mild TBI: results from the CENTER-TBI study.,16/12/2022,0,,other,,,1
NCT02210221,6/08/2014,15/10/2014,Completed,34959133,Relationship of admission blood proteomic biomarkers levels to lesion type and lesion burden in traumatic brain injury: A CENTER-TBI study.,27/12/2021,0,,biomarker,,,1
NCT02265549,16/10/2014,15/05/2014,Completed,24892406,Decoding tumour phenotype by noninvasive imaging using a quantitative radiomics approach.,4/06/2014,0,,biomarker,,,0
NCT02304341,1/12/2014,15/09/2012,Completed,37971648,Patient Characteristics and Severity Trajectories in a Pediatric Intermediate Care Unit.,16/11/2023,0,,other,,,1
NCT02332070,6/01/2015,15/01/2015,Completed,29408241,Major Adverse Renal and Cardiac Events After Coronary Angiography and Cardiac Surgery.,7/02/2018,0,,adjusted prognostic factor study,,,1
NCT02341066,19/01/2015,15/03/2015,Unknown status,32622695,Comprehensive arginine metabolomics and peripheral vasodilatory capacity in rheumatoid arthritis: A monocentric cross-sectional study.,6/07/2020,0,,other,,,1
NCT02341066,19/01/2015,15/03/2015,Unknown status,32424028,Antimalarial use and arrhythmias in COVID-19 and rheumatic patients: a matter of dose and inflammation?,20/05/2020,0,,other,,,1
NCT02341066,19/01/2015,15/03/2015,Unknown status,29483841,Prevalence and Determinants of Peripheral Microvascular Endothelial Dysfunction in Rheumatoid Arthritis Patients: A Multicenter Cross-Sectional Study.,28/02/2018,0,,multivariable analysis,,,1
NCT02341066,19/01/2015,15/03/2015,Unknown status,36622121,Prevalence and clinical significance of electrocardiographic signs of atrial myopathy in rheumatoid arthritis: results from the EDRA study.,9/01/2023,0,,multivariable analysis,,,1
NCT02352207,2/02/2015,15/02/2015,Completed,34266941,Predicting the risk of respiratory distress in newborns with congenital pulmonary malformations.,16/07/2021,1,,,,,1
NCT02352207,2/02/2015,15/02/2015,Completed,30264541,Prenatal natural history of congenital pulmonary malformations: MALFPULM population-based cohort study.,29/09/2018,0,,adjusted prognostic factor study,,,1
NCT02353481,2/02/2015,15/04/2012,Unknown status,23095984,Predicting survival in heart failure: a risk score based on 39 372 patients from 30 studies.,26/10/2012,0,,other,,,0
NCT02355457,4/02/2015,15/07/2013,Recruiting,27438315,Diagnosis of Myocardial Infarction Using a High-Sensitivity Troponin I 1-Hour Algorithm.,21/07/2016,0,,biomarker,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,27903616,Immediate Rule-Out of Acute Myocardial Infarction Using Electrocardiogram and Baseline High-Sensitivity Troponin I.,2/12/2016,0,,diagnostic accuracy; not cpm in line with record to improve current scores,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,35174220,Prognostic Implications of a Second Peak of High-Sensitivity Troponin T After Myocardial Infarction.,17/02/2022,0,,biomarker,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,34412811,A Biomarker Model to Distinguish Types of Myocardial Infarction and Injury.,20/08/2021,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,34350455,The association of anaemia and high-sensitivity cardiac troponin and its effect on diagnosing myocardial infarction.,5/08/2021,0,,Data from NCT used by another study; mulitple NCT,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,34254126,Diagnostic Validation of a High-Sensitivity Cardiac Troponin I Assay.,13/07/2021,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,33609133,Differences in measurement of high-sensitivity troponin in an on-demand and batch-wise setting.,20/02/2021,0,,duplicate,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,32700543,Differences in measurement of high-sensitivity troponin in an on-demand and batch-wise setting.,24/07/2020,0,,other,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,32462911,"Application of a machine learning-driven, multibiomarker panel for prediction of incident cardiovascular events in patients with suspected myocardial infarction.",29/05/2020,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,31843947,Performance of the ESC 0/1-h and 0/3-h Algorithm for the Rapid Identification of Myocardial Infarction Without ST-Elevation in Patients With Diabetes.,18/12/2019,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,31242362,Application of High-Sensitivity Troponin in Suspected Myocardial Infarction.,27/06/2019,0,,Data from NCT used by another study,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,30989318,Predictive value of soluble urokinase-type plasminogen activator receptor for mortality in patients with suspected myocardial infarction.,17/04/2019,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,30528623,Evaluation of a new ultra-sensitivity troponin I assay in patients with suspected myocardial infarction.,12/12/2018,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,30169752,Impact of age on the performance of the ESC 0/1h-algorithms for early diagnosis of myocardial infarction.,1/09/2018,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,30127037,Clinical chemistry score versus high-sensitivity cardiac troponin I and T tests alone to identify patients at low or high risk for myocardial infarction or death at presentation to the emergency department.,22/08/2018,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,29525782,Relations of Sex to Diagnosis and Outcomes in Acute Coronary Syndrome.,12/03/2018,0,,NCT data used by another study. PI not in author list and study location not in affiliation,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,29020401,Discrimination of patients with type 2 myocardial infarction.,12/10/2017,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,28333976,Early diagnosis of acute myocardial infarction using high-sensitivity troponin I.,24/03/2017,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,28087181,Challenging the 99th percentile: A lower troponin cutoff leads to low mortality of chest pain patients.,15/01/2017,0,,other,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,37982865,Long-term outcome of patients presenting with myocardial injury or myocardial infarction.,20/11/2023,0,,multivariable analysis,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,37158171,Rising and Falling High-Sensitivity Cardiac Troponin in Diagnostic Algorithms for Patients With Suspected Myocardial Infarction.,9/05/2023,0,,diagnostic accuracy,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,37131096,Personalized diagnosis in suspected myocardial infarction.,2/05/2023,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,37048135,Role of Copeptin and hs-cTnT to Discriminate AHF from Uncomplicated NSTE-ACS with Baseline Elevated hs-cTnT-A Derivation and External Validation Study.,13/04/2023,0,,biomarker,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,36858602,Diagnostic performance of a device for acoustic heart sound analysis in patients with suspected myocardial infarction.,1/03/2023,1,,,,,1
NCT02355457,4/02/2015,15/07/2013,Recruiting,30071991,Prospective Validation of the 0/1-h Algorithm for Early Diagnosis of Myocardial Infarction.,4/08/2018,0,,diagnostic accuracy,,,1
NCT02439554,8/05/2015,15/01/2013,Completed,29310641,Health services research in patients with breast cancer (CAMISS-prospective): study protocol for an observational prospective study.,10/01/2018,0,,protocol,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,31537009,The impact of fluid balance on outcomes in premature neonates: a report from the AWAKEN study group.,20/09/2019,0,,adjusted prognostic factor study,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,31739364,Acute Kidney Injury is Associated with Poor Lung Outcomes in Infants Born ≥32 Weeks of Gestational Age.,19/11/2019,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,30643188,Optimizing the AKI definition during first postnatal week using Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates (AWAKEN) cohort.,16/01/2019,0,,biomarker,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,31738181,Incidence and Risk Factors of Early Onset Neonatal AKI.,19/11/2019,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,29610830,Association Between Early Caffeine Citrate Administration and Risk of Acute Kidney Injury in Preterm Neonates: Results From the AWAKEN Study.,4/04/2018,0,,adjusted prognostic factor study,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,29795211,Incidence of neonatal hypertension from a large multicenter study [Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates-AWAKEN].,26/05/2018,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,29732396,"Incidence and outcomes of neonatal acute kidney injury (AWAKEN): a multicentre, multinational, observational cohort study.",8/05/2018,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,30237572,The impact of fluid balance on outcomes in critically ill near-term/term neonates: a report from the AWAKEN study group.,22/09/2018,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,30155763,Acute kidney injury in neonatal encephalopathy: an evaluation of the AWAKEN database.,30/08/2018,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,30546043,Late onset neonatal acute kidney injury: results from the AWAKEN Study.,15/12/2018,0,,adjusted prognostic factor study,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,27486571,Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates: Design of a Retrospective Cohort Study.,4/08/2016,0,,protocol,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,28709164,Neonatal Acute Kidney Injury: A Survey of Neonatologists' and Nephrologists' Perceptions and Practice Management.,15/07/2017,0,,other,,,1
NCT02443389,13/05/2015,15/03/2015,Completed,31461717,The Association of Intraventricular Hemorrhage and Acute Kidney Injury in Premature Infants from the Assessment of the Worldwide Acute Kidney Injury Epidemiology in Neonates (AWAKEN) Study.,29/08/2019,0,,other,,,1
NCT02466854,9/06/2015,15/01/2015,Completed,34729148,Evaluation of optimal medical therapy in acute myocardial infarction patients with prior stroke.,3/11/2021,0,,other,,,1
NCT02466854,9/06/2015,15/01/2015,Completed,29407077,Development and external validation of a post-discharge bleeding risk score in patients with acute coronary syndrome: The BleeMACS score.,7/02/2018,1,,,,,1
NCT02466854,9/06/2015,15/01/2015,Completed,28593789,Prevalence and outcome of patients with cancer and acute coronary syndrome undergoing percutaneous coronary intervention: a BleeMACS substudy.,9/06/2017,0,,multivariable analysis,,,1
NCT02466854,9/06/2015,15/01/2015,Completed,27738920,Optimal Medical Therapy in Patients with Malignancy Undergoing Percutaneous Coronary Intervention for Acute Coronary Syndrome: a BleeMACS Sub-Study.,15/10/2016,0,,multivariable analysis,,,1
NCT02466854,9/06/2015,15/01/2015,Completed,37478977,Optimal medical therapy improves outcomes in patients with diabetes mellitus and acute myocardial infarction.,21/07/2023,0,,other,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,35737143,"Anxiety, depression, health-related quality of life, and mortality among colorectal patients: 5-year follow-up.",23/06/2022,0,,multivariable analysis,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,34893952,Quality Indicators and Outcomes in a Prospective Cohort of Colorectal Cancer Patients.,11/12/2021,0,,other,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,34446044,Risk scores to predict mortality 2 and 5 years after surgery for colorectal cancer in elderly patients.,27/08/2021,1,,,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,31485982,Predictors of readmission and reoperation in patients with colorectal cancer.,6/09/2019,1,,,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,31140003,Stage- and age-adjusted cost-effectiveness analysis of laparoscopic surgery in rectal cancer.,30/05/2019,0,,other,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,30793242,Risk factors affecting hospital stay among patients undergoing colon cancer surgery: a prospective cohort study.,23/02/2019,1,,,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,29921557,Outcomes of open versus laparoscopic surgery in patients with colon cancer.,21/06/2018,0,,other,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,29869084,Cost-effectiveness analysis of laparoscopic versus open surgery in colon cancer.,6/06/2018,0,,other,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,29563837,Combining statistical techniques to predict postsurgical risk of 1-year mortality for patients with colon cancer.,23/03/2018,1,,,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,29378647,Validity of the CR-POSSUM model in surgery for colorectal cancer in Spain (CCR-CARESS study) and comparison with other models to predict operative mortality.,31/01/2018,1,,recalibration of an existing model instead of developing a new model. Technically is develop,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,27391216,Colorectal cancer health services research study protocol: the CCR-CARESS observational prospective cohort project.,9/07/2016,0,,protocol,,,1
NCT02488161,2/07/2015,15/06/2010,Completed,36892600,Five-year follow-up mortality prognostic index for colorectal patients.,9/03/2023,1,,,,,1
NCT02546895,11/09/2015,15/09/2015,Recruiting,36512301,Pre-treatment quality of life in patients with salivary gland cancer in comparison with those of head and neck cancer patients.,13/12/2022,0,,other,,,1
NCT02555137,21/09/2015,15/01/2016,Completed,34127618,Postpulmonary embolism syndrome.,15/06/2021,0,,other,,,1
NCT02555137,21/09/2015,15/01/2016,Completed,29608809,Chronic thromboembolic pulmonary hypertension from the perspective of patients with pulmonary embolism.,3/04/2018,0,,other,,,1
NCT02569268,6/10/2015,15/01/2012,Completed,32738905,Association between multi-site atherosclerotic plaques and systemic arteriosclerosis: results from the BEST study (Beijing Vascular Disease Patients Evaluation Study).,3/08/2020,0,,multivariable analysis,,,1
NCT02569268,6/10/2015,15/01/2012,Completed,31390128,Comparison of vascular-related diseases in their associations with carotid femoral pulse wave velocity: From the Beijing Vascular Disease Patients Evaluation Study (BEST Study).,8/08/2019,0,,multivariable analysis,,,1
NCT02569268,6/10/2015,15/01/2012,Completed,31341663,Gender Difference of the Relationship between Arterial Stiffness and Blood Pressure Variability in Participants in Prehypertension.,26/07/2019,0,,other,,,1
NCT02569268,6/10/2015,15/01/2012,Completed,29553852,The effect of cardiovascular risk factors on the carotid intima-media thickness in an old-aged cohort with hypertension: a longitudinal evolution with 4-year follow-up of a random clinical trial.,20/03/2018,0,,multivariable analysis,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,35292719,Cardiovascular imaging following perioperative myocardial infarction/injury.,16/03/2022,0,,other,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,34330416,Adherence to the European Society of Cardiology/European Society of Anaesthesiology recommendations on preoperative cardiac testing and association with positive results and cardiac events: a cohort study.,31/07/2021,0,,"secondary analysis of data registry. Assesses accuracy of risk stratification based on current guidelines, not developing-validating a new model",,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,33620378,Incidence of major adverse cardiac events following non-cardiac surgery.,23/02/2021,0,,other,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,33081973,Association between self-reported functional capacity and major adverse cardiac events in patients at elevated risk undergoing noncardiac surgery: a prospective diagnostic cohort study.,21/10/2020,1,,,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,33059838,Etiology of Peri-Operative Myocardial Infarction/Injury After Noncardiac Surgery and Associated Outcome.,16/10/2020,0,,adjusted prognostic factor study,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,30541757,Daytime variation of perioperative myocardial injury in non-cardiac surgery and effect on outcome.,14/12/2018,0,,other,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,29203498,"Perioperative Myocardial Injury After Noncardiac Surgery: Incidence, Mortality, and Characterization.",6/12/2017,0,,adjusted prognostic factor study,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,37747427,Guideline adherence to statin therapy and association with short-term and long-term cardiac complications following noncardiac surgery: A cohort study.,25/09/2023,0,,other,,,1
NCT02573532,9/10/2015,15/10/2015,Recruiting,36705050,Long-term outcomes of perioperative myocardial infarction/injury after non-cardiac surgery.,27/01/2023,0,,multivariable analysis,,,1
NCT02581540,21/10/2015,15/10/2015,Completed,32518208,Identification of high-risk non-ST elevation myocardial infarction at presentation to emergency department. A prospective observational cohort study in North West England.,11/06/2020,0,,adjusted prognostic factor study,,,1
NCT02592135,30/10/2015,15/11/2015,Completed,31288565,TACIT (High Sensitivity Troponin T Rules Out Acute Cardiac Insufficiency Trial).,11/07/2019,0,,biomarker,,,1
NCT02618538,1/12/2015,15/07/2015,Completed,29166878,The ANDROMEDA prospective cohort study: predictive value of combined criteria to tailor breast cancer screening and new opportunities from circulating markers: study protocol.,24/11/2017,0,,protocol,,,1
NCT02618538,1/12/2015,15/07/2015,Completed,37491482,Plasma microRNA ratios associated with breast cancer detection in a nested case-control study from a mammography screening cohort.,25/07/2023,1,,,,,1
NCT02646943,6/01/2016,15/07/2013,Completed,35421085,Two-year death prediction models among patients with Chagas Disease using machine learning-based methods.,14/04/2022,1,,,,,1
NCT02646943,6/01/2016,15/07/2013,Completed,32459812,Factors associated with quality of life in patients with Chagas disease: SaMi-Trop project.,28/05/2020,0,,other,,,1
NCT02646943,6/01/2016,15/07/2013,Completed,30383777,Beneficial effects of benznidazole in Chagas disease: NIH SaMi-Trop cohort study.,2/11/2018,0,,other,,,1
NCT02646943,6/01/2016,15/07/2013,Completed,27147390,Longitudinal study of patients with chronic Chagas cardiomyopathy in Brazil (SaMi-Trop project): a cohort profile.,6/05/2016,0,,other,,,1
NCT02803086,16/06/2016,15/02/2014,Unknown status,26702990,Dose-volume effects for pelvic bone marrow in predicting hematological toxicity in prostate cancer radiotherapy with pelvic node irradiation.,26/12/2015,0,,published before posted on ct,,,0
NCT02803086,16/06/2016,15/02/2014,Unknown status,27131081,"Hematologic Toxicity in Patients Treated With Postprostatectomy Whole-Pelvis Irradiation With Different Intensity Modulated Radiation Therapy Techniques Is Not Negligible and Is Prolonged: Preliminary Results of a Longitudinal, Observational Study.",1/05/2016,0,,multivariable analysis,,,0
NCT02803086,16/06/2016,15/02/2014,Unknown status,24985964,Higher-than-expected severe (Grade 3-4) late urinary toxicity after postprostatectomy hypofractionated radiotherapy: a single-institution analysis of 1176 patients.,3/07/2014,0,,multivariable analysis,,,0
NCT02803086,16/06/2016,15/02/2014,Unknown status,33639190,Acute patient-reported intestinal toxicity in whole pelvis IMRT for prostate cancer: Bowel dose-volume effect quantification in a multicentric cohort study.,27/02/2021,1,,,,,1
NCT02803086,16/06/2016,15/02/2014,Unknown status,34209562,Predictors of Patient-Reported Incontinence at Adjuvant/Salvage Radiotherapy after Prostatectomy: Impact of Time between Surgery and Radiotherapy.,2/07/2021,0,,adjusted prognostic factor study,,,1
NCT02805621,20/06/2016,15/04/2016,Completed,27354345,Diagnostic performance of on-site CT-derived fractional flow reserve versus CT perfusion.,30/06/2016,0,,diagnostic accuracy,,,1
NCT02805621,20/06/2016,15/04/2016,Completed,31422141,Influence of Coronary Calcium on Diagnostic Performance of Machine Learning CT-FFR: Results From MACHINE Registry.,19/08/2019,1,,,,,1
NCT02832102,14/07/2016,15/04/2016,Unknown status,34738049,Clinical Validity of a Prognostic Gene Expression Cluster-Based Model in Human Papillomavirus-Positive Oropharyngeal Carcinoma.,5/11/2021,1,,,,,1
NCT02833259,14/07/2016,15/09/2016,"Active, not recruiting",33177142,Development of a risk prediction model of potentially avoidable readmission for patients hospitalised with community-acquired pneumonia: study protocol and population.,12/11/2020,0,,protocol,,,1
NCT02835963,18/07/2016,15/03/2016,Completed,31453847,Predictive criteria for acute heart failure in emergency department patients with acute dyspnoea: the PREDICA study.,28/08/2019,1,,,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",32814098,Frailty status and cardiovascular disease risk profile in middle-aged and older females.,20/08/2020,0,,multivariable analysis,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",32514128,Immediate post-exercise blood pressure and arterial compliance in middle-aged and older normotensive females: A cross-sectional study.,10/06/2020,0,,multivariable analysis,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",32148104,Self-compassion and responses to health information in middle-aged and older women: An observational cohort study.,10/03/2020,0,,other,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",32149879,Acute Effect of High-Intensity Interval Versus Moderate-Intensity Continuous Exercise on Blood Pressure and Arterial Compliance in Middle-Aged and Older Hypertensive Women With Increased Arterial Stiffness.,10/03/2020,0,,other,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",32017952,Myokines as biomarkers of frailty and cardiovascular disease risk in females.,5/02/2020,0,,biomarker,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",30682391,Standardization of the Fried frailty phenotype improves cardiovascular disease risk discrimination.,26/01/2019,0,,biomarker,,,1
NCT02863211,11/08/2016,15/09/2015,"Active, not recruiting",29101147,"Protocol for the HAPPY Hearts study: cardiovascular screening for the early detection of future adverse cardiovascular outcomes in middle-aged and older women: a prospective, observational cohort study.",5/11/2017,0,,protocol,,,1
