"NCT","study_posted","study_start","overall_status","pmid","title","pub_date_entrez"
"NCT02210221",2014-08-06,2014-10-01,"Completed","34904191","Prognostic value of global deep white matter DTI metrics for 1-year outcome prediction in ICU traumatic brain injury patients: an MRI-COMA and CENTER-TBI combined study.",2021-12-14
"NCT02210221",2014-08-06,2014-10-01,"Completed","34302517","Management of arterial partial pressure of carbon dioxide in the first week after traumatic brain injury: results from the CENTER-TBI study.",2021-07-24
"NCT02210221",2014-08-06,2014-10-01,"Completed","33854024","The authors reply.",2021-04-15
"NCT02210221",2014-08-06,2014-10-01,"Completed","33622371","Use and impact of high intensity treatments in patients with traumatic brain injury across Europe: a CENTER-TBI analysis.",2021-02-24
"NCT02210221",2014-08-06,2014-10-01,"Completed","33246186","Care transitions in the first 6months following traumatic brain injury: Lessons from the CENTER-TBI study.",2020-11-27
"NCT02210221",2014-08-06,2014-10-01,"Completed","33060506","Acute Kidney Injury in Traumatic Brain Injury Patients: Results From the Collaborative European NeuroTrauma Effectiveness Research in Traumatic Brain Injury Study.",2020-10-16
"NCT02210221",2014-08-06,2014-10-01,"Completed","32747075","Tracheal intubation in traumatic brain injury: a multicentre prospective observational study.",2020-08-05
"NCT02210221",2014-08-06,2014-10-01,"Completed","32702336","Clinical characteristics and outcomes in patients with traumatic brain injury in China: a prospective, multicentre, longitudinal, observational study.",2020-07-24
"NCT02210221",2014-08-06,2014-10-01,"Completed","32634435","Incidence, Risk Factors, and Effects on Outcome of Ventilator-Associated Pneumonia in Patients With Traumatic Brain Injury: Analysis of a Large, Multicenter, Prospective, Observational Longitudinal Study.",2020-07-08
"NCT02210221",2014-08-06,2014-10-01,"Completed","32456684","Low-resolution pressure reactivity index and its derived optimal cerebral perfusion pressure in adult traumatic brain injury: a CENTER-TBI study.",2020-05-28
"NCT02210221",2014-08-06,2014-10-01,"Completed","32201256","Machine learning algorithms performed no better than regression models for prognostication in traumatic brain injury.",2020-03-24
"NCT02210221",2014-08-06,2014-10-01,"Completed","32131882","Quality indicators for patients with traumatic brain injury in European intensive care units: a CENTER-TBI study.",2020-03-06
"NCT02210221",2014-08-06,2014-10-01,"Completed","31619435","Comparative effectiveness of surgery in traumatic acute subdural and intracerebral haematoma: study protocol for a prospective observational study within CENTER-TBI and Net-QuRe.",2019-10-18
"NCT02210221",2014-08-06,2014-10-01,"Completed","31526754","Case-mix, care pathways, and outcomes in patients with traumatic brain injury in CENTER-TBI: a European prospective, multicentre, longitudinal, cohort study.",2019-09-19
"NCT02210221",2014-08-06,2014-10-01,"Completed","25525693","Collaborative European NeuroTrauma Effectiveness Research in Traumatic Brain Injury (CENTER-TBI): a prospective longitudinal observational study.",2014-12-20
"NCT02210221",2014-08-06,2014-10-01,"Completed","37682406","Factorial validity and comparability of the six translations of the Rivermead Post-Concussion Symptoms Questionnaire translations: results from the CENTER-TBI study.",2023-09-08
"NCT02210221",2014-08-06,2014-10-01,"Completed","37600483","Comparative effectiveness of decompressive craniectomy versus craniotomy for traumatic acute subdural hematoma (CENTER-TBI): an observational cohort study.",2023-08-21
"NCT02210221",2014-08-06,2014-10-01,"Completed","37180469","An independently validated nomogram for individualised estimation of short-term mortality risk among patients with severe traumatic brain injury: a modelling analysis of the CENTER-TBI China Registry Study.",2023-05-14
"NCT02210221",2014-08-06,2014-10-01,"Completed","36527074","Rehabilitation and outcomes after complicated vs uncomplicated mild TBI: results from the CENTER-TBI study.",2022-12-16
"NCT02210221",2014-08-06,2014-10-01,"Completed","34959133","Relationship of admission blood proteomic biomarkers levels to lesion type and lesion burden in traumatic brain injury: A CENTER-TBI study.",2021-12-27
"NCT02265549",2014-10-16,2014-05-01,"Completed","24892406","Decoding tumour phenotype by noninvasive imaging using a quantitative radiomics approach.",2014-06-04
"NCT02304341",2014-12-01,2012-09-01,"Completed","37971648","Patient Characteristics and Severity Trajectories in a Pediatric Intermediate Care Unit.",2023-11-16
"NCT02332070",2015-01-06,2015-01-01,"Completed","29408241","Major Adverse Renal and Cardiac Events After Coronary Angiography and Cardiac Surgery.",2018-02-07
"NCT02341066",2015-01-19,2015-03-01,"Unknown status","32622695","Comprehensive arginine metabolomics and peripheral vasodilatory capacity in rheumatoid arthritis: A monocentric cross-sectional study.",2020-07-06
"NCT02341066",2015-01-19,2015-03-01,"Unknown status","32424028","Antimalarial use and arrhythmias in COVID-19 and rheumatic patients: a matter of dose and inflammation?",2020-05-20
"NCT02341066",2015-01-19,2015-03-01,"Unknown status","29483841","Prevalence and Determinants of Peripheral Microvascular Endothelial Dysfunction in Rheumatoid Arthritis Patients: A Multicenter Cross-Sectional Study.",2018-02-28
"NCT02341066",2015-01-19,2015-03-01,"Unknown status","36622121","Prevalence and clinical significance of electrocardiographic signs of atrial myopathy in rheumatoid arthritis: results from the EDRA study.",2023-01-09
"NCT02352207",2015-02-02,2015-02-01,"Completed","34266941","Predicting the risk of respiratory distress in newborns with congenital pulmonary malformations.",2021-07-16
"NCT02352207",2015-02-02,2015-02-01,"Completed","30264541","Prenatal natural history of congenital pulmonary malformations: MALFPULM population-based cohort study.",2018-09-29
"NCT02353481",2015-02-02,2012-04-01,"Unknown status","23095984","Predicting survival in heart failure: a risk score based on 39 372 patients from 30 studies.",2012-10-26
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","27438315","Diagnosis of Myocardial Infarction Using a High-Sensitivity Troponin I 1-Hour Algorithm.",2016-07-21
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","27903616","Immediate Rule-Out of Acute Myocardial Infarction Using Electrocardiogram and Baseline High-Sensitivity Troponin I.",2016-12-02
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","35174220","Prognostic Implications of a Second Peak of High-Sensitivity Troponin T After Myocardial Infarction.",2022-02-17
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","34412811","A Biomarker Model to Distinguish Types of Myocardial Infarction and Injury.",2021-08-20
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","34350455","The association of anaemia and high-sensitivity cardiac troponin and its effect on diagnosing myocardial infarction.",2021-08-05
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","34254126","Diagnostic Validation of a High-Sensitivity Cardiac Troponin I Assay.",2021-07-13
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","33609133","Differences in measurement of high-sensitivity troponin in an on-demand and batch-wise setting.",2021-02-20
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","32700543","Differences in measurement of high-sensitivity troponin in an on-demand and batch-wise setting.",2020-07-24
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","32462911","Application of a machine learning-driven, multibiomarker panel for prediction of incident cardiovascular events in patients with suspected myocardial infarction.",2020-05-29
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","31843947","Performance of the ESC 0/1-h and 0/3-h Algorithm for the Rapid Identification of Myocardial Infarction Without ST-Elevation in Patients With Diabetes.",2019-12-18
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","31242362","Application of High-Sensitivity Troponin in Suspected Myocardial Infarction.",2019-06-27
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","30989318","Predictive value of soluble urokinase-type plasminogen activator receptor for mortality in patients with suspected myocardial infarction.",2019-04-17
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","30528623","Evaluation of a new ultra-sensitivity troponin I assay in patients with suspected myocardial infarction.",2018-12-12
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","30169752","Impact of age on the performance of the ESC 0/1h-algorithms for early diagnosis of myocardial infarction.",2018-09-01
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","30127037","Clinical chemistry score versus high-sensitivity cardiac troponin I and T tests alone to identify patients at low or high risk for myocardial infarction or death at presentation to the emergency department.",2018-08-22
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","29525782","Relations of Sex to Diagnosis and Outcomes in Acute Coronary Syndrome.",2018-03-12
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","29020401","Discrimination of patients with type 2 myocardial infarction.",2017-10-12
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","28333976","Early diagnosis of acute myocardial infarction using high-sensitivity troponin I.",2017-03-24
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","28087181","Challenging the 99th percentile: A lower troponin cutoff leads to low mortality of chest pain patients.",2017-01-15
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","37982865","Long-term outcome of patients presenting with myocardial injury or myocardial infarction.",2023-11-20
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","37158171","Rising and Falling High-Sensitivity Cardiac Troponin in Diagnostic Algorithms for Patients With Suspected Myocardial Infarction.",2023-05-09
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","37131096","Personalized diagnosis in suspected myocardial infarction.",2023-05-02
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","37048135","Role of Copeptin and hs-cTnT to Discriminate AHF from Uncomplicated NSTE-ACS with Baseline Elevated hs-cTnT-A Derivation and External Validation Study.",2023-04-13
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","36858602","Diagnostic performance of a device for acoustic heart sound analysis in patients with suspected myocardial infarction.",2023-03-01
"NCT02355457",2015-02-04,2013-07-01,"Recruiting","30071991","Prospective Validation of the 0/1-h Algorithm for Early Diagnosis of Myocardial Infarction.",2018-08-04
"NCT02439554",2015-05-08,2013-01-01,"Completed","29310641","Health services research in patients with breast cancer (CAMISS-prospective): study protocol for an observational prospective study.",2018-01-10
"NCT02443389",2015-05-13,2015-03-01,"Completed","31537009","The impact of fluid balance on outcomes in premature neonates: a report from the AWAKEN study group.",2019-09-20
"NCT02443389",2015-05-13,2015-03-01,"Completed","31739364","Acute Kidney Injury is Associated with Poor Lung Outcomes in Infants Born ≥32 Weeks of Gestational Age.",2019-11-19
"NCT02443389",2015-05-13,2015-03-01,"Completed","30643188","Optimizing the AKI definition during first postnatal week using Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates (AWAKEN) cohort.",2019-01-16
"NCT02443389",2015-05-13,2015-03-01,"Completed","31738181","Incidence and Risk Factors of Early Onset Neonatal AKI.",2019-11-19
"NCT02443389",2015-05-13,2015-03-01,"Completed","29610830","Association Between Early Caffeine Citrate Administration and Risk of Acute Kidney Injury in Preterm Neonates: Results From the AWAKEN Study.",2018-04-04
"NCT02443389",2015-05-13,2015-03-01,"Completed","29795211","Incidence of neonatal hypertension from a large multicenter study [Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates-AWAKEN].",2018-05-26
"NCT02443389",2015-05-13,2015-03-01,"Completed","29732396","Incidence and outcomes of neonatal acute kidney injury (AWAKEN): a multicentre, multinational, observational cohort study.",2018-05-08
"NCT02443389",2015-05-13,2015-03-01,"Completed","30237572","The impact of fluid balance on outcomes in critically ill near-term/term neonates: a report from the AWAKEN study group.",2018-09-22
"NCT02443389",2015-05-13,2015-03-01,"Completed","30155763","Acute kidney injury in neonatal encephalopathy: an evaluation of the AWAKEN database.",2018-08-30
"NCT02443389",2015-05-13,2015-03-01,"Completed","30546043","Late onset neonatal acute kidney injury: results from the AWAKEN Study.",2018-12-15
"NCT02443389",2015-05-13,2015-03-01,"Completed","27486571","Assessment of Worldwide Acute Kidney Injury Epidemiology in Neonates: Design of a Retrospective Cohort Study.",2016-08-04
"NCT02443389",2015-05-13,2015-03-01,"Completed","28709164","Neonatal Acute Kidney Injury: A Survey of Neonatologists' and Nephrologists' Perceptions and Practice Management.",2017-07-15
"NCT02443389",2015-05-13,2015-03-01,"Completed","31461717","The Association of Intraventricular Hemorrhage and Acute Kidney Injury in Premature Infants from the Assessment of the Worldwide Acute Kidney Injury Epidemiology in Neonates (AWAKEN) Study.",2019-08-29
"NCT02466854",2015-06-09,2015-01-01,"Completed","34729148","Evaluation of optimal medical therapy in acute myocardial infarction patients with prior stroke.",2021-11-03
"NCT02466854",2015-06-09,2015-01-01,"Completed","29407077","Development and external validation of a post-discharge bleeding risk score in patients with acute coronary syndrome: The BleeMACS score.",2018-02-07
"NCT02466854",2015-06-09,2015-01-01,"Completed","28593789","Prevalence and outcome of patients with cancer and acute coronary syndrome undergoing percutaneous coronary intervention: a BleeMACS substudy.",2017-06-09
"NCT02466854",2015-06-09,2015-01-01,"Completed","27738920","Optimal Medical Therapy in Patients with Malignancy Undergoing Percutaneous Coronary Intervention for Acute Coronary Syndrome: a BleeMACS Sub-Study.",2016-10-15
"NCT02466854",2015-06-09,2015-01-01,"Completed","37478977","Optimal medical therapy improves outcomes in patients with diabetes mellitus and acute myocardial infarction.",2023-07-21
"NCT02488161",2015-07-02,2010-06-01,"Completed","35737143","Anxiety, depression, health-related quality of life, and mortality among colorectal patients: 5-year follow-up.",2022-06-23
"NCT02488161",2015-07-02,2010-06-01,"Completed","34893952","Quality Indicators and Outcomes in a Prospective Cohort of Colorectal Cancer Patients.",2021-12-11
"NCT02488161",2015-07-02,2010-06-01,"Completed","34446044","Risk scores to predict mortality 2 and 5 years after surgery for colorectal cancer in elderly patients.",2021-08-27
"NCT02488161",2015-07-02,2010-06-01,"Completed","31485982","Predictors of readmission and reoperation in patients with colorectal cancer.",2019-09-06
"NCT02488161",2015-07-02,2010-06-01,"Completed","31140003","Stage- and age-adjusted cost-effectiveness analysis of laparoscopic surgery in rectal cancer.",2019-05-30
"NCT02488161",2015-07-02,2010-06-01,"Completed","30793242","Risk factors affecting hospital stay among patients undergoing colon cancer surgery: a prospective cohort study.",2019-02-23
"NCT02488161",2015-07-02,2010-06-01,"Completed","29921557","Outcomes of open versus laparoscopic surgery in patients with colon cancer.",2018-06-21
"NCT02488161",2015-07-02,2010-06-01,"Completed","29869084","Cost-effectiveness analysis of laparoscopic versus open surgery in colon cancer.",2018-06-06
"NCT02488161",2015-07-02,2010-06-01,"Completed","29563837","Combining statistical techniques to predict postsurgical risk of 1-year mortality for patients with colon cancer.",2018-03-23
"NCT02488161",2015-07-02,2010-06-01,"Completed","29378647","Validity of the CR-POSSUM model in surgery for colorectal cancer in Spain (CCR-CARESS study) and comparison with other models to predict operative mortality.",2018-01-31
"NCT02488161",2015-07-02,2010-06-01,"Completed","27391216","Colorectal cancer health services research study protocol: the CCR-CARESS observational prospective cohort project.",2016-07-09
"NCT02488161",2015-07-02,2010-06-01,"Completed","36892600","Five-year follow-up mortality prognostic index for colorectal patients.",2023-03-09
"NCT02546895",2015-09-11,2015-09-01,"Recruiting","36512301","Pre-treatment quality of life in patients with salivary gland cancer in comparison with those of head and neck cancer patients.",2022-12-13
"NCT02555137",2015-09-21,2016-01-01,"Completed","34127618","Postpulmonary embolism syndrome.",2021-06-15
"NCT02555137",2015-09-21,2016-01-01,"Completed","29608809","Chronic thromboembolic pulmonary hypertension from the perspective of patients with pulmonary embolism.",2018-04-03
"NCT02569268",2015-10-06,2012-01-01,"Completed","32738905","Association between multi-site atherosclerotic plaques and systemic arteriosclerosis: results from the BEST study (Beijing Vascular Disease Patients Evaluation Study).",2020-08-03
"NCT02569268",2015-10-06,2012-01-01,"Completed","31390128","Comparison of vascular-related diseases in their associations with carotid femoral pulse wave velocity: From the Beijing Vascular Disease Patients Evaluation Study (BEST Study).",2019-08-08
"NCT02569268",2015-10-06,2012-01-01,"Completed","31341663","Gender Difference of the Relationship between Arterial Stiffness and Blood Pressure Variability in Participants in Prehypertension.",2019-07-26
"NCT02569268",2015-10-06,2012-01-01,"Completed","29553852","The effect of cardiovascular risk factors on the carotid intima-media thickness in an old-aged cohort with hypertension: a longitudinal evolution with 4-year follow-up of a random clinical trial.",2018-03-20
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","35292719","Cardiovascular imaging following perioperative myocardial infarction/injury.",2022-03-16
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","34330416","Adherence to the European Society of Cardiology/European Society of Anaesthesiology recommendations on preoperative cardiac testing and association with positive results and cardiac events: a cohort study.",2021-07-31
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","33620378","Incidence of major adverse cardiac events following non-cardiac surgery.",2021-02-23
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","33081973","Association between self-reported functional capacity and major adverse cardiac events in patients at elevated risk undergoing noncardiac surgery: a prospective diagnostic cohort study.",2020-10-21
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","33059838","Etiology of Peri-Operative Myocardial Infarction/Injury After Noncardiac Surgery and Associated Outcome.",2020-10-16
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","30541757","Daytime variation of perioperative myocardial injury in non-cardiac surgery and effect on outcome.",2018-12-14
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","29203498","Perioperative Myocardial Injury After Noncardiac Surgery: Incidence, Mortality, and Characterization.",2017-12-06
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","37747427","Guideline adherence to statin therapy and association with short-term and long-term cardiac complications following noncardiac surgery: A cohort study.",2023-09-25
"NCT02573532",2015-10-09,2015-10-01,"Recruiting","36705050","Long-term outcomes of perioperative myocardial infarction/injury after non-cardiac surgery.",2023-01-27
"NCT02581540",2015-10-21,2015-10-01,"Completed","32518208","Identification of high-risk non-ST elevation myocardial infarction at presentation to emergency department. A prospective observational cohort study in North West England.",2020-06-11
"NCT02592135",2015-10-30,2015-11-01,"Completed","31288565","TACIT (High Sensitivity Troponin T Rules Out Acute Cardiac Insufficiency Trial).",2019-07-11
"NCT02618538",2015-12-01,2015-07-01,"Completed","29166878","The ANDROMEDA prospective cohort study: predictive value of combined criteria to tailor breast cancer screening and new opportunities from circulating markers: study protocol.",2017-11-24
"NCT02618538",2015-12-01,2015-07-01,"Completed","37491482","Plasma microRNA ratios associated with breast cancer detection in a nested case-control study from a mammography screening cohort.",2023-07-25
"NCT02646943",2016-01-06,2013-07-01,"Completed","35421085","Two-year death prediction models among patients with Chagas Disease using machine learning-based methods.",2022-04-14
"NCT02646943",2016-01-06,2013-07-01,"Completed","32459812","Factors associated with quality of life in patients with Chagas disease: SaMi-Trop project.",2020-05-28
"NCT02646943",2016-01-06,2013-07-01,"Completed","30383777","Beneficial effects of benznidazole in Chagas disease: NIH SaMi-Trop cohort study.",2018-11-02
"NCT02646943",2016-01-06,2013-07-01,"Completed","27147390","Longitudinal study of patients with chronic Chagas cardiomyopathy in Brazil (SaMi-Trop project): a cohort profile.",2016-05-06
"NCT02803086",2016-06-16,2014-02-01,"Unknown status","26702990","Dose-volume effects for pelvic bone marrow in predicting hematological toxicity in prostate cancer radiotherapy with pelvic node irradiation.",2015-12-26
"NCT02803086",2016-06-16,2014-02-01,"Unknown status","27131081","Hematologic Toxicity in Patients Treated With Postprostatectomy Whole-Pelvis Irradiation With Different Intensity Modulated Radiation Therapy Techniques Is Not Negligible and Is Prolonged: Preliminary Results of a Longitudinal, Observational Study.",2016-05-01
"NCT02803086",2016-06-16,2014-02-01,"Unknown status","24985964","Higher-than-expected severe (Grade 3-4) late urinary toxicity after postprostatectomy hypofractionated radiotherapy: a single-institution analysis of 1176 patients.",2014-07-03
"NCT02803086",2016-06-16,2014-02-01,"Unknown status","33639190","Acute patient-reported intestinal toxicity in whole pelvis IMRT for prostate cancer: Bowel dose-volume effect quantification in a multicentric cohort study.",2021-02-27
"NCT02803086",2016-06-16,2014-02-01,"Unknown status","34209562","Predictors of Patient-Reported Incontinence at Adjuvant/Salvage Radiotherapy after Prostatectomy: Impact of Time between Surgery and Radiotherapy.",2021-07-02
"NCT02805621",2016-06-20,2016-04-01,"Completed","27354345","Diagnostic performance of on-site CT-derived fractional flow reserve versus CT perfusion.",2016-06-30
"NCT02805621",2016-06-20,2016-04-01,"Completed","31422141","Influence of Coronary Calcium on Diagnostic Performance of Machine Learning CT-FFR: Results From MACHINE Registry.",2019-08-19
"NCT02832102",2016-07-14,2016-04-01,"Unknown status","34738049","Clinical Validity of a Prognostic Gene Expression Cluster-Based Model in Human Papillomavirus-Positive Oropharyngeal Carcinoma.",2021-11-05
"NCT02833259",2016-07-14,2016-09-01,"Active, not recruiting","33177142","Development of a risk prediction model of potentially avoidable readmission for patients hospitalised with community-acquired pneumonia: study protocol and population.",2020-11-12
"NCT02835963",2016-07-18,2016-03-01,"Completed","31453847","Predictive criteria for acute heart failure in emergency department patients with acute dyspnoea: the PREDICA study.",2019-08-28
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","32814098","Frailty status and cardiovascular disease risk profile in middle-aged and older females.",2020-08-20
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","32514128","Immediate post-exercise blood pressure and arterial compliance in middle-aged and older normotensive females: A cross-sectional study.",2020-06-10
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","32148104","Self-compassion and responses to health information in middle-aged and older women: An observational cohort study.",2020-03-10
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","32149879","Acute Effect of High-Intensity Interval Versus Moderate-Intensity Continuous Exercise on Blood Pressure and Arterial Compliance in Middle-Aged and Older Hypertensive Women With Increased Arterial Stiffness.",2020-03-10
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","32017952","Myokines as biomarkers of frailty and cardiovascular disease risk in females.",2020-02-05
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","30682391","Standardization of the Fried frailty phenotype improves cardiovascular disease risk discrimination.",2019-01-26
"NCT02863211",2016-08-11,2015-09-01,"Active, not recruiting","29101147","Protocol for the HAPPY Hearts study: cardiovascular screening for the early detection of future adverse cardiovascular outcomes in middle-aged and older women: a prospective, observational cohort study.",2017-11-05
"NCT02898415",2016-09-13,2015-06-01,"Completed","28989060","Metroticket 2.0 Model for Analysis of Competing Risks of Death After Liver Transplantation for Hepatocellular Carcinoma.",2017-10-10
"NCT02904577",2016-09-19,2011-09-01,"Active, not recruiting","31292118","Early progression as a predictor of survival in marginal zone lymphomas: an analysis from the FIL-NF10 study.",2019-07-12
"NCT02912624",2016-09-23,2015-03-01,"Completed","28963297","Clinical examination, critical care ultrasonography and outcomes in the critically ill: cohort profile of the Simple Intensive Care Studies-I.",2017-10-01
"NCT02912624",2016-09-23,2015-03-01,"Completed","31931844","Should the ultrasound probe replace your stethoscope? A SICS-I sub-study comparing lung ultrasound and pulmonary auscultation in the critically ill.",2020-01-15
"NCT02912624",2016-09-23,2015-03-01,"Completed","31912438","Feasibility of cardiac output measurements in critically ill patients by medical students.",2020-01-09
"NCT02912624",2016-09-23,2015-03-01,"Completed","31670697","A Bayesian Network Analysis of the Diagnostic Process and Its Accuracy to Determine How Clinicians Estimate Cardiac Function in Critically Ill Patients: Prospective Observational Cohort Study.",2019-11-01
"NCT02912624",2016-09-23,2015-03-01,"Completed","31011425","Disagreement in cardiac output measurements between fourth-generation FloTrac and critical care ultrasonography in patients with circulatory shock: a prospective observational study.",2019-04-24
"NCT02912624",2016-09-23,2015-03-01,"Completed","36378565","External Validation of Mortality Prediction Models for Critical Illness Reveals Preserved Discrimination but Poor Calibration.",2022-11-15
"NCT02955485",2016-11-04,2016-10-01,"Recruiting","30021553","A risk assessment model for chronic ankle instability: indications for early surgical treatment? An observational prospective cohort - study protocol.",2018-07-20
"NCT02992067",2016-12-14,2016-07-01,"Completed","31659631","A Prospective Validation Cohort Study of a Prediction Model on Non-sentinel Lymph Node Involvement in Early Breast Cancer.",2019-10-30
"NCT02992587",2016-12-14,2016-02-01,"Unknown status","33724366","Comprehensive assessment of frailty score supplements the existing cardiac surgical risk scores.",2021-03-16
"NCT02992587",2016-12-14,2016-02-01,"Unknown status","32929483","One-year mortality increases four-fold in frail patients undergoing cardiac surgery.",2020-09-15
"NCT02992587",2016-12-14,2016-02-01,"Unknown status","31304801","30-day mortality in frail patients undergoing cardiac surgery: the results of the frailty in cardiac surgery (FICS) copenhagen study.",2019-07-16
"NCT03003182",2016-12-26,2017-02-01,"Unknown status","34989842","Development and validation of radiologic scores for guiding individualized induction chemotherapy in T3N1M0 nasopharyngeal carcinoma.",2022-01-06
"NCT03004950",2016-12-29,2016-10-01,"Active, not recruiting","36874509","Kidney Cell Cycle Arrest and Cardiac Biomarkers and Acute Kidney Injury Following Angiography: The Prevention of Serious Adverse Events Following Angiography (PRESERVE) Study.",2023-03-06
"NCT03016936",2017-01-11,2017-04-01,"Unknown status","37938844","NT-proBNP or Self-Reported Functional Capacity in Estimating Risk of Cardiovascular Events After Noncardiac Surgery.",2023-11-08
"NCT03016936",2017-01-11,2017-04-01,"Unknown status","37012173","Risk assessment for major adverse cardiovascular events after noncardiac surgery using self-reported functional capacity: international prospective cohort study.",2023-04-03
"NCT03054142",2017-02-15,2017-01-01,"Recruiting","33407184","Is acute kidney injury age-dependent in older adults: an observational study in two centers from North China.",2021-01-07
"NCT03080623",2017-03-15,2018-05-01,"Completed","33889025","Machine Learning Models to Improve the Differentiation Between Benign and Malignant Breast Lesions on Ultrasound: A Multicenter External Validation Study.",2021-04-23
"NCT03110887",2017-04-12,2015-01-01,"Completed","30819913","Dynamic prediction of bleeding risk in thrombocytopenic preterm neonates.",2019-03-02
"NCT03150680",2017-05-12,2017-09-01,"Unknown status","34103005","The GEnetic Syntax Score: a genetic risk assessment implementation tool grading the complexity of coronary artery disease-rationale and design of the GESS study.",2021-06-09
"NCT03150680",2017-05-12,2017-09-01,"Unknown status","35203258","Dissecting miRNA-Gene Networks to Map Clinical Utility Roads of Pharmacogenomics-Guided Therapeutic Decisions in Cardiovascular Precision Medicine.",2022-02-25
"NCT03150680",2017-05-12,2017-09-01,"Unknown status","35118145","A Risk-Stratification Machine Learning Framework for the Prediction of Coronary Artery Disease Severity: Insights From the GESS Trial.",2022-02-04
"NCT03188484",2017-06-15,2016-05-01,"Unknown status","34148231","Predictive model for atrial fibrillation in hypertensive diabetic patients.",2021-06-20
"NCT03188484",2017-06-15,2016-05-01,"Unknown status","33149596","Risk of Atrial Fibrillation, Ischemic Stroke and Cognitive Impairment: Study of a Population Cohort ≥65 Years of Age.",2020-11-05
"NCT03188484",2017-06-15,2016-05-01,"Unknown status","31475302","Cardioembolic Ischemic Stroke Gene Expression Fingerprint in Blood: a Systematic Review and Verification Analysis.",2019-09-03
"NCT03188484",2017-06-15,2016-05-01,"Unknown status","32429492","Incidence and Risk Assessment for Atrial Fibrillation at 5 Years: Hypertensive Diabetic Retrospective Cohort.",2020-05-21
"NCT03188484",2017-06-15,2016-05-01,"Unknown status","31849809","N-Terminal Pro B-Type Natriuretic Peptide's Usefulness for Paroxysmal Atrial Fibrillation Detection Among Populations Carrying Cardiovascular Risk Factors.",2019-12-19
"NCT03224650",2017-07-21,2017-07-01,"Completed","35181541","Prospective comparison of one-year survival in patients treated operatively and nonoperatively for spinal metastatic disease: results of the prospective observational study of spinal metastasis treatment (POST).",2022-02-19
"NCT03227211",2017-07-24,2016-11-02,"Completed","35224712","Predictors of short-term COPD readmission.",2022-02-28
"NCT03247049",2017-08-11,2015-07-27,"Completed","27113062","[Incidence and preventability of haemorrhagic strokes. Results of the Ebrictus register].",2016-04-27
"NCT03247049",2017-08-11,2015-07-27,"Completed","33546615","Complex chronic patients as an emergent group with high risk of intracerebral haemorrhage: an observational cohort study.",2021-02-06
"NCT03247049",2017-08-11,2015-07-27,"Completed","31879838","Risk of Long-Term Mortality for Complex Chronic Patients with Intracerebral Hemorrhage: A Population-Based e-Cohort Observational Study.",2019-12-28
"NCT03248557",2017-08-14,2016-06-01,"Recruiting","29885765","Early prognostic value of an Algorithm based on spectral Variables of Ventricular fibrillAtion from the EKG of patients with suddEn cardiac death: A multicentre observational study (AWAKE).",2018-06-11
"NCT03253432",2017-08-17,2017-07-20,"Completed","34617591","Strategies for screening for familial hypercholesterolaemia in primary care and other community settings.",2021-10-07
"NCT03299010",2017-10-02,2017-07-01,"Completed","33879090","Generative adversarial networks for imputing missing data for big data clinical research.",2021-04-21
