,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
267,NCT04471402,35503980,Population Pharmacokinetics of Intranasal Dexmedetomidine in Infants and Young Children.,0.715166068,,,,,
268,NCT04463706,33591234,Characteristics and laboratory findings on admission to the emergency department among 2873 hospitalized patients with COVID-19: the impact of adjusted laboratory tests in multicenter studies. A multicenter study in Spain (BIOCOVID-Spain study).,0.345215171,,,,,
269,NCT04463706,35305308,Awake prone positioning for non-intubated patients with COVID-19-related acute hypoxaemic respiratory failure: a systematic review and meta-analysis.,0.056253357,,,,,
270,NCT04463706,35030179,"COVID-19-associated acute kidney injury patients treated with renal replacement therapy in the intensive care unit: A multicenter study in São Paulo, Brazil.",0.096833643,,,,,
271,NCT04463706,35286906,Severity and mortality of COVID-19 in patients with systemic sclerosis: a Brazilian multicenter study.,0.074855522,,,,,
272,NCT04463706,35438223,COVID-19 death and kidney disease in a multiracial Asian country.,0.076325705,,,,,
273,NCT04452058,35141229,"A Prognostic Risk Score Based on Hypoxia-, Immunity-, and Epithelialto-Mesenchymal Transition-Related Genes for the Prognosis and Immunotherapy Response of Lung Adenocarcinoma.",0.098407368,,,,,
274,NCT04452058,35141229,"A Prognostic Risk Score Based on Hypoxia-, Immunity-, and Epithelialto-Mesenchymal Transition-Related Genes for the Prognosis and Immunotherapy Response of Lung Adenocarcinoma.",0.098407368,,,,,
275,NCT04449406,33301466,A combination of urinary biomarker panel and PancRISK score for earlier detection of pancreatic cancer: A case-control study.,0.055519785,,,,,
276,NCT04442425,33747894,"Improving the Odds in Advanced Breast Cancer With Combination Immunotherapy: Stepwise Addition of Vaccine, Immune Checkpoint Inhibitor, Chemotherapy, and HDAC Inhibitor in Advanced Stage Breast Cancer.",0.059514439,,,,,
277,NCT04442425,36175037,Maximizing the value of phase III trials in immuno-oncology: A checklist from the Society for Immunotherapy of Cancer (SITC).,0.105943486,,,,,
278,NCT04441814,34238338,Single-cell analysis reveals cell communication triggered by macrophages associated with the reduction and exhaustion of CD8+ T cells in COVID-19.,0.092687616,,,,,
279,NCT04441814,34375121,Soaring Asymptomatic Infected Individuals Bring About Barriers and Difficulties for Interruption of COVID-19 Prevalence in China.,0.341667286,,,,,
280,NCT04441814,35227201,Computed tomography findings and prognosis in older COVID-19 patients.,0.055297817,,,,,
281,NCT04441814,35866793,Association between smoking and COVID-19 severity: A multicentre retrospective observational study.,0.335075627,,,,,
282,NCT04441372,35323932,Facilitating Safe Discharge Through Predicting Disease Progression in Moderate Coronavirus Disease 2019 (COVID-19): A Prospective Cohort Study to Develop and Validate a Clinical Prediction Model in Resource-Limited Settings.,0.104649168,,,,,
283,NCT04420156,21211840,Retinopathy of prematurity in infants weighing less than 500 grams at birth enrolled in the early treatment for retinopathy of prematurity study.,0.458440778,,,,,
284,NCT04420156,34814160,Single-Examination Risk Prediction of Severe Retinopathy of Prematurity.,0.068738023,,,,,
285,NCT04420156,35304305,Federated Learning for Multicenter Collaboration in Ophthalmology: Implications for Clinical Diagnosis and Disease Epidemiology.,0.057238995,,,,,
286,NCT04420156,35296449,Federated Learning for Multicenter Collaboration in Ophthalmology: Improving Classification Performance in Retinopathy of Prematurity.,0.053108208,,,,,
287,NCT04384575,34245752,Deep learning system compared with expert endoscopists in predicting early gastric cancer and its invasion depth and differentiation status (with videos).,0.081023174,,,,,
288,NCT04371562,35030179,"COVID-19-associated acute kidney injury patients treated with renal replacement therapy in the intensive care unit: A multicenter study in São Paulo, Brazil.",0.055841489,,,,,
289,NCT04371562,35438223,COVID-19 death and kidney disease in a multiracial Asian country.,0.137175506,,,,,
290,NCT04371562,33021572,"Microcirculatory, Endothelial, and Inflammatory Responses in Critically Ill Patients With COVID-19 Are Distinct From Those Seen in Septic Shock: A Case Control Study.",0.055887879,,,,,
291,NCT04371562,33546093,Incidence and Prognosis of Ventilator-Associated Pneumonia in Critically Ill Patients with COVID-19: A Multicenter Study.,0.076387427,,,,,
292,NCT04371562,32918985,Predicting intensive care unit admission and death for COVID-19 patients in the emergency department using early warning scores.,0.9459107,,,,,
293,NCT04371562,33500220,Predictors of intubation in COVID-19 patients treated with out-of-ICU continuous positive airway pressure.,0.099546118,,,,,
294,NCT04371562,33888132,Safety profile of enhanced thromboprophylaxis strategies for critically ill COVID-19 patients during the first wave of the pandemic: observational report from 28 European intensive care units.,0.055688977,,,,,
295,NCT04371562,34263580,Lung ultrasound predicts non-invasive ventilation outcome in COVID-19 acute respiratory failure: a pilot study.,0.954725992,,,,,
296,NCT04371562,35305308,Awake prone positioning for non-intubated patients with COVID-19-related acute hypoxaemic respiratory failure: a systematic review and meta-analysis.,0.10119597,,,,,
297,NCT04371562,36183064,"Breathing pattern, accessory respiratory muscles work, and gas exchange evaluation for prediction of NIV failure in moderate-to-severe COVID-19-associated ARDS after deterioration of respiratory failure outside ICU: the COVID-NIV observational study.",0.113896426,,,,,
298,NCT04371562,32728966,Comparative study of lung ultrasound and chest computed tomography scan in the assessment of severity of confirmed COVID-19 pneumonia.,0.054003948,,,,,
299,NCT04371562,33634416,Multicenter Assessment of CT Pneumonia Analysis Prototype for Predicting Disease Severity and Patient Outcome.,0.05968073,,,,,
300,NCT04371562,34392059,Outcomes of COVID-19 infection in multiple sclerosis and related conditions: One-year pandemic experience of the multicenter New York COVID-19 Neuroimmunology Consortium (NYCNIC).,0.065927437,,,,,
301,NCT04371562,34525908,Microbiome in Critical Care: An Unconventional and Unknown Ally.,0.978417754,,,,,
302,NCT04371562,34540642,"Invasive Airway ""Intubation"" in COVID-19 Patients; Statistics, Causes, and Recommendations: A Review Article.",0.054637774,,,,,
303,NCT04371562,34955167,Association between tracheostomy timing and outcomes for older critically ill COVID-19 patients: prospective observational study in European intensive care units.,0.073965166,,,,,
304,NCT04371562,35366803,ABO and RhD blood group are not associated with mortality and morbidity in critically ill patients; a multicentre observational study of 29 512 patients.,0.075344814,,,,,
305,NCT04371562,33746189,"Clinical Effect of Traditional Chinese Medicine Shenhuang Granule in Critically Ill Patients with COVID-19: A Single-Centered, Retrospective, Observational Study.",0.056696693,,,,,
306,NCT04371562,34513523,Ivermectin as a SARS-CoV-2 Pre-Exposure Prophylaxis Method in Healthcare Workers: A Propensity Score-Matched Retrospective Cohort Study.,0.076274376,,,,,
307,NCT04371562,34636804,Differences and Similarities Among COVID-19 Patients Treated in Seven ICUs in Three Countries Within One Region: An Observational Cohort Study.,0.334411187,,,,,
308,NCT04366765,35728900,Investigation of the use of a sensor bracelet for the presymptomatic detection of changes in physiological parameters related to COVID-19: an interim analysis of a prospective cohort study (COVI-GAPP).,0.671681865,,,,,
309,NCT04357834,33731019,Characteristics of patients with Coronavirus Disease 2019 (COVID-19) and seasonal influenza at time of hospital admission: a single center comparative study.,0.37801011,,,,,
310,NCT04357834,33888132,Safety profile of enhanced thromboprophylaxis strategies for critically ill COVID-19 patients during the first wave of the pandemic: observational report from 28 European intensive care units.,0.232578584,,,,,
311,NCT04357834,34048985,Circulating microRNA profiles predict the severity of COVID-19 in hospitalized patients.,0.19665633,,,,,
312,NCT04344327,34973126,Low in-hospital mortality rate in patients with COVID-19 receiving thromboprophylaxis: data from the multicentre observational START-COVID Register.,0.104885792,,,,,
313,NCT04344327,35338811,A multicenter study of confirmed COVID-19 cases: preliminary data on 2690 pediatric patients in Argentina during the first year of the pandemic.,0.11387459,,,,,
314,NCT04344327,35438223,COVID-19 death and kidney disease in a multiracial Asian country.,0.110682285,,,,,
315,NCT04344327,36028857,"Thrombotic and bleeding complications in patients with chronic lymphocytic leukemia and severe COVID-19: a study of ERIC, the European Research Initiative on CLL.",0.075874986,,,,,
316,NCT04344327,34375121,Soaring Asymptomatic Infected Individuals Bring About Barriers and Difficulties for Interruption of COVID-19 Prevalence in China.,0.279136325,,,,,
317,NCT04344327,33731019,Characteristics of patients with Coronavirus Disease 2019 (COVID-19) and seasonal influenza at time of hospital admission: a single center comparative study.,0.238476168,,,,,
318,NCT04344327,34130961,Risk factors for severity on admission and the disease progression during hospitalisation in a large cohort of patients with COVID-19 in Japan.,0.202946418,,,,,
319,NCT04344327,32852257,Cerebrovascular events and outcomes in hospitalized patients with COVID-19: The SVIN COVID-19 Multinational Registry.,0.174397716,,,,,
320,NCT04344327,32994259,Serial measurements in COVID-19-induced acute respiratory disease to unravel heterogeneity of the disease course: design of the Maastricht Intensive Care COVID cohort (MaastrICCht).,0.128411095,,,,,
321,NCT04344327,34187698,COVID-19 is associated with oropharyngeal dysphagia and malnutrition in hospitalized patients during the spring 2020 wave of the pandemic.,0.078686896,,,,,
322,NCT04344327,33591234,Characteristics and laboratory findings on admission to the emergency department among 2873 hospitalized patients with COVID-19: the impact of adjusted laboratory tests in multicenter studies. A multicenter study in Spain (BIOCOVID-Spain study).,0.050098867,,,,,
323,NCT04331015,34369416,Genotype-phenotype Correlation Study in a Large Series of Patients Carrying the p.Pro51Ser (p.P51S) Variant in COCH (DFNA9): Part I-A Cross-sectional Study of Hearing Function in 111 Carriers.,0.1036794,,,,,
324,NCT04331015,34369417,Genotype-Phenotype Correlation Study in a Large Series of Patients Carrying the p.Pro51Ser (p.P51S) Variant in COCH (DFNA9) Part II: A Prospective Cross-Sectional Study of the Vestibular Phenotype in 111 Carriers.,0.078830547,,,,,
325,NCT04309851,35919026,Artificial intelligence using deep neural network learning for automatic location of the interscalene brachial plexus in ultrasound images.,0.133688451,,,,,
326,NCT04309851,34998740,"Point-of-care screening for heart failure with reduced ejection fraction using artificial intelligence during ECG-enabled stethoscope examination in London, UK: a prospective, observational, multicentre study.",0.07277583,,,,,
327,NCT04309851,36028289,Clinical validation of deep learning algorithms for radiotherapy targeting of non-small-cell lung cancer: an observational study.,0.074939138,,,,,
328,NCT04299919,35554652,Comparison of a preoperative MR-based recurrence risk score versus the postoperative score and four clinical staging systems in hepatocellular carcinoma: a retrospective cohort study.,0.083145998,,,,,
329,NCT04299919,35710377,An mALBI-Child-Pugh-based nomogram for predicting post-hepatectomy liver failure grade B-C in patients with huge hepatocellular carcinoma: a multi-institutional study.,0.075035681,,,,,
330,NCT04299919,33821401,Actual long-term survival in hepatocellular carcinoma patients with microvascular invasion: a multicenter study from China.,0.117505425,,,,,
331,NCT04299919,28276833,Adjuvant transarterial chemoembolization for patients after curative resection of hepatocellular carcinoma: a meta-analysis.,0.111261494,,,,,
332,NCT04299919,34464991,Baseline HBV-DNA load plus AST/ALT ratio predicts prognosis of HBV-related hepatocellular carcinoma after hepatectomy: A multicentre study.,0.107528272,,,,,
333,NCT04299919,30586158,An Eastern Hepatobiliary Surgery Hospital/Portal Vein Tumor Thrombus Scoring System as an Aid to Decision Making on Hepatectomy for Hepatocellular Carcinoma Patients With Portal Vein Tumor Thrombus: A Multicenter Study.,0.077839878,,,,,
334,NCT04299919,33948991,Three-day postoperative antibiotics reduces post-hepatectomy infection rate in hepatitis B virus-related hepatocellular carcinoma.,0.075242974,,,,,
335,NCT04285112,35676017,Signature for Pain Recovery IN Teens (SPRINT): protocol for a multisite prospective signature study in chronic musculoskeletal pain.,0.307108247,,,,,
336,NCT04278274,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.949793189,,,,,
337,NCT04278274,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.949793189,,,,,
338,NCT04278274,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.949793189,,,,,
339,NCT04278274,32729045,Multiparametric MRI and Whole Slide Image-Based Pretreatment Prediction of Pathological Response to Neoadjuvant Chemoradiotherapy in Rectal Cancer: A Multicenter Radiopathomic Study.,0.785672267,,,,,
340,NCT04278274,34157487,Deep learning radiomics-based prediction of distant metastasis in patients with locally advanced rectal cancer after neoadjuvant chemoradiotherapy: A multicentre study.,0.167959014,,,,,
341,NCT04273477,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.98179897,,,,,
342,NCT04273477,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.98179897,,,,,
343,NCT04273477,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.98179897,,,,,
344,NCT04273477,32729045,Multiparametric MRI and Whole Slide Image-Based Pretreatment Prediction of Pathological Response to Neoadjuvant Chemoradiotherapy in Rectal Cancer: A Multicenter Radiopathomic Study.,0.808385669,,,,,
345,NCT04273451,32729045,Multiparametric MRI and Whole Slide Image-Based Pretreatment Prediction of Pathological Response to Neoadjuvant Chemoradiotherapy in Rectal Cancer: A Multicenter Radiopathomic Study.,0.773970224,,,,,
346,NCT04273451,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.971226737,,,,,
347,NCT04273451,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.971226737,,,,,
348,NCT04273451,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.971226737,,,,,
349,NCT04271657,32729045,Multiparametric MRI and Whole Slide Image-Based Pretreatment Prediction of Pathological Response to Neoadjuvant Chemoradiotherapy in Rectal Cancer: A Multicenter Radiopathomic Study.,0.264277703,,,,,
350,NCT04271657,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.774965455,,,,,
351,NCT04271657,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.774965455,,,,,
352,NCT04271657,34952679,Development and validation of a radiopathomics model to predict pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a multicentre observational study.,0.774965455,,,,,
353,NCT04251546,35463344,Modified Prostate Health Index Density Significantly Improves Clinically Significant Prostate Cancer (csPCa) Detection.,0.141835197,,,,,
354,NCT04251546,24315305,"Relationship of chronic histologic prostatic inflammation in biopsy specimens with serum isoform [-2]proPSA (p2PSA), %p2PSA, and prostate health index in men with a total prostate-specific antigen of 4-10 ng/ml and normal digital rectal examination.",0.767516978,,,,,
355,NCT04251546,31929198,Prostate volume does not provide additional predictive value to prostate health index for prostate cancer or clinically significant prostate cancer: results from a multicenter study in China.,0.157663219,,,,,
356,NCT04251546,34253849,Reclassification prediction of first-year protocol biopsy on active surveillance of prostate cancer by p2PSA-related parameters: from PRIAS-JAPAN.,0.11062458,,,,,
357,NCT04251546,25139197,"Preoperative Prostate-specific Antigen Isoform p2PSA and Its Derivatives, %p2PSA and Prostate Health Index, Predict Pathologic Outcomes in Patients Undergoing Radical Prostatectomy for Prostate Cancer: Results from a Multicentric European Prospective Study.",0.105338747,,,,,
358,NCT04251546,29495138,"Diagnostic Performance of %[-2]proPSA and Prostate Health Index for Prostate Cancer: Prospective, Multi-institutional Study.",0.094741099,,,,,
359,NCT04251546,25130593,"Clinical performance of the Prostate Health Index (PHI) for the prediction of prostate cancer in obese men: data from the PROMEtheuS project, a multicentre European prospective study.",0.089064362,,,,,
360,NCT04251546,23826841,"Clinical performance of serum prostate-specific antigen isoform [-2]proPSA (p2PSA) and its derivatives, %p2PSA and the prostate health index (PHI), in men with a family history of prostate cancer: results from a multicentre European study, the PROMEtheuS project.",0.083747164,,,,,
361,NCT04251546,31942462,Preoperative prostate health index and %p2PSA as the significant biomarkers of postoperative pathological outcomes of prostate cancer in Korean males: A prospective multi-institutional study.,0.079726221,,,,,
362,NCT04240353,35514240,Dual bronchodilation for the treatment of COPD: From bench to bedside.,0.075068378,,,,,
363,NCT04240353,35653170,"Predicting 30-Day Readmission Risk for Patients With Chronic Obstructive Pulmonary Disease Through a Federated Machine Learning Architecture on Findable, Accessible, Interoperable, and Reusable (FAIR) Data: Development and Validation Study.",0.082100356,,,,,
364,NCT04240353,35999538,Prognostic risk factors for moderate-to-severe exacerbations in patients with chronic obstructive pulmonary disease: a systematic literature review.,0.071708077,,,,,
365,NCT04240353,35070376,"Rationale and design of the Early Chronic Obstructive Pulmonary Disease (ECOPD) study in Guangdong, China: a prospective observational cohort study.",0.068231802,,,,,
366,NCT04215224,34563923,Deep learning features from diffusion tensor imaging improve glioma stratification and identify risk groups with distinct molecular pathway activities.,0.556824754,,,,,
367,NCT04215224,35587831,Correction to: Glioma survival prediction from whole-brain MRI without tumor segmentation using deep attention network: a multicenter study.,0.770887174,,,,,
368,NCT04215224,35278123,Glioma survival prediction from whole-brain MRI without tumor segmentation using deep attention network: a multicenter study.,0.821991858,,,,,
369,NCT04215211,34563923,Deep learning features from diffusion tensor imaging improve glioma stratification and identify risk groups with distinct molecular pathway activities.,0.061372783,,,,,
370,NCT04215211,35278123,Glioma survival prediction from whole-brain MRI without tumor segmentation using deep attention network: a multicenter study.,0.22229037,,,,,
371,NCT04215211,26369702,Combination genetic signature stratifies lower-grade gliomas better than histological grade.,0.05951675,,,,,
372,NCT04215211,35587831,Correction to: Glioma survival prediction from whole-brain MRI without tumor segmentation using deep attention network: a multicenter study.,0.190271546,,,,,
373,NCT04203264,34752902,Magnetically Controlled Capsule Endoscopy for Assessment of Antiplatelet Therapy-Induced Gastrointestinal Injury.,0.076469138,,,,,
374,NCT04203264,35178334,"Noncontact magnetically controlled capsule endoscopy for infection-free gastric examination during the COVID-19 pandemic: a pilot, open-label, randomized trial.",0.076721931,,,,,
375,NCT04192175,35514240,Dual bronchodilation for the treatment of COPD: From bench to bedside.,0.116931407,,,,,
376,NCT04192175,35653170,"Predicting 30-Day Readmission Risk for Patients With Chronic Obstructive Pulmonary Disease Through a Federated Machine Learning Architecture on Findable, Accessible, Interoperable, and Reusable (FAIR) Data: Development and Validation Study.",0.05784471,,,,,
377,NCT04192175,35710334,"Lung disease burden assessment by oscillometry in a systematically disadvantaged urban population experiencing homelessness or at-risk for homelessness in Ottawa, Canada from a prospective observational study.",0.098301736,,,,,
378,NCT04192175,35999538,Prognostic risk factors for moderate-to-severe exacerbations in patients with chronic obstructive pulmonary disease: a systematic literature review.,0.11050063,,,,,
379,NCT04192175,36092968,"Development and Validation of a Multivariable Prediction Model to Identify Acute Exacerbation of COPD and Its Severity for COPD Management in China (DETECT Study): A Multicenter, Observational, Cross-Sectional Study.",0.106627272,,,,,
380,NCT04192175,34180756,Physical Activity Levels and Associated Factors in a Latin American COPD Population of Patients. The LASSYC Study.,0.074038378,,,,,
381,NCT04192175,33531800,Clinical Control Criteria to Determine Disease Control in Patients with Severe COPD: The CLAVE Study.,0.071309282,,,,,
382,NCT04192175,35070376,"Rationale and design of the Early Chronic Obstructive Pulmonary Disease (ECOPD) study in Guangdong, China: a prospective observational cohort study.",0.056865306,,,,,
383,NCT04192175,34795478,Reference Equations for Assessing the Physical Activity of Japanese Patients with Chronic Obstructive Pulmonary Disease.,0.056380616,,,,,
384,NCT04189497,35543133,Recurrent Ischemic Stroke and Bleeding in Patients With Atrial Fibrillation Who Suffered an Acute Stroke While on Treatment With Nonvitamin K Antagonist Oral Anticoagulants: The RENO-EXTEND Study.,0.951489965,,,,,
385,NCT04189497,31619084,Progression of conventional cardiovascular risk factors and vascular disease risk in individuals: insights from the PROG-IMT consortium.,0.06262288,,,,,
386,NCT04189497,31092149,Low-density lipoprotein cholesterol lowering for the prevention of cardiovascular outcomes in patients with ischemic stroke.,0.081327677,,,,,
387,NCT04189497,28687720,Age- and sex-specific analysis of patients with embolic stroke of undetermined source.,0.05562936,,,,,
388,NCT04174547,27758818,Immunophenotypic analysis of erythroid dysplasia in myelodysplastic syndromes. A report from the IMDSFlow working group.,0.621774088,,,,,
389,NCT04174547,24558201,Predictive factors for the outcome of allogeneic transplantation in patients with MDS stratified according to the revised IPSS-R.,0.076280926,,,,,
390,NCT04156360,34093873,Genomic and transcriptional alterations in first-line chemotherapy exert a potentially unfavorable influence on subsequent immunotherapy in NSCLC.,0.168420194,,,,,
391,NCT04156360,35832447,Efficacy and safety of camrelizumab plus apatinib in previously treated patients with advanced non-small cell lung cancer harboring EGFR or ALK genetic aberration.,0.132444741,,,,,
392,NCT04156360,36206498,Toripalimab Plus Chemotherapy for Patients With Treatment-Naive Advanced Non-Small-Cell Lung Cancer: A Multicenter Randomized Phase III Trial (CHOICE-01).,0.128335373,,,,,
393,NCT04156360,34923163,Camrelizumab Plus Carboplatin and Paclitaxel as First-Line Treatment for Advanced Squamous NSCLC (CameL-Sq): A Phase 3 Trial.,0.059488878,,,,,
394,NCT04156360,36075878,Non-small cell lung cancer in China.,0.140273359,,,,,
395,NCT04135118,30316443,Development of a clinical prediction model for diagnosing adenomyosis.,0.379974859,,,,,
396,NCT04122131,23084962,Do primary mammary osteosarcoma and chondrosarcoma exist? A review of a large multi-institutional series of malignant matrix-producing breast tumours.,0.064492546,,,,,
397,NCT04113174,24495514,Pilot trial of Stop Delirium! (PiTStop)--a complex intervention to prevent delirium in care homes for older people: study protocol for a cluster randomised controlled trial.,0.058907911,,,,,
398,NCT04113174,32929609,Association between Statins Prescribed for Primary and Secondary Prevention and Major Adverse Cardiac Events among Older Adults with Frailty: A Systematic Review.,0.454804224,,,,,
399,NCT04113174,33589465,"Community-based complex interventions to sustain independence in older people, stratified by frailty: a protocol for a systematic review and network meta-analysis.",0.7366704,,,,,
400,NCT04113174,34080751,Social care costs for community-dwelling older people living with frailty.,0.842966293,,,,,
401,NCT04113174,35561757,Mortality of Care Home Residents and Community-Dwelling Controls During the COVID-19 Pandemic in 2020: Matched Cohort Study.,0.656693943,,,,,
402,NCT04113174,36114521,Implementing personalised care planning for older people with frailty: a process evaluation of the PROSPER feasibility trial.,0.816315029,,,,,
403,NCT04113174,32043136,New Horizons in the use of routine data for ageing research.,0.82974874,,,,,
404,NCT04113174,29062525,Keeping it credible in cohort multiple Randomised Controlled Trials: the Community Ageing Research 75+ (CARE 75+) study model of patient and public involvement and engagement.,0.089693285,,,,,
405,NCT04113174,35460409,New horizons in evidence-based care for older people: individual participant data meta-analysis.,0.3621239,,,,,
406,NCT04113174,32355566,Study protocol for a cluster randomised controlled feasibility trial evaluating personalised care planning for older people with frailty: PROSPER V2 27/11/18.,0.688425134,,,,,
407,NCT04079478,26928372,Narrow-band Imaging International Colorectal Endoscopic Classification to predict polyp histology: REDEFINE study (with videos).,0.148381062,,,,,
408,NCT04079478,31954133,High-definition colonoscopy for improving adenoma detection: a systematic review and meta-analysis of randomized controlled studies.,0.116806807,,,,,
409,NCT04079478,32371116,Efficacy of Real-Time Computer-Aided Detection of Colorectal Neoplasia in a Randomized Trial.,0.303360151,,,,,
410,NCT04079478,34363763,Computer-aided detection versus advanced imaging for detection of colorectal neoplasia: a systematic review and network meta-analysis.,0.707306134,,,,,
411,NCT04079478,35562098,Artificial intelligence-assisted optical diagnosis for the resect-and-discard strategy in clinical practice: the Artificial intelligence BLI Characterization (ABC) study.,0.090739258,,,,,
412,NCT04075708,35696840,The Dietary Inflammatory Index as a predictor of pregnancy outcomes: Systematic review and meta-analysis.,0.054571445,,,,,
413,NCT04061434,35044423,Identification of Biomarkers and Critical Evaluation of Biomarker Validation in Hidradenitis Suppurativa: A Systematic Review.,0.480901985,,,,,
414,NCT04061434,35420993,A Machine Learning Approach for Detecting Digital Behavioral Patterns of Depression Using Nonintrusive Smartphone Data (Complementary Path to Patient Health Questionnaire-9 Assessment): Prospective Observational Study.,0.446715125,,,,,
415,NCT04061434,30278555,An interactive assistant for patients with cardiac implantable electronic devices: A study protocol of the LUCY trial.,0.846688634,,,,,
416,NCT04061434,33984539,Ambulatory activity in stroke survivors associated with functional outcome and quality of life: An observational cohort study.,0.055528538,,,,,
417,NCT04061434,35456252,Is Increased Resting Heart Rate after Radiofrequency Pulmonary Vein Isolation a Predictor of Favorable Long-Term Outcome of the Procedure?,0.05553881,,,,,
418,NCT04061434,33657398,Positron emission tomography in clinically suspected myocarditis - STREAM study design.,0.922105951,,,,,
419,NCT04061434,28840587,Study design and rationale for biomedical shirt-based electrocardiography monitoring in relevant clinical situations: ECG-shirt study.,0.959967609,,,,,
420,NCT04037163,35441530,Coronary CTA With AI-QCT Interpretation: Comparison With Myocardial Perfusion Imaging for Detection of Obstructive Stenosis Using Invasive Angiography as Reference Standard.,0.392052244,,,,,
421,NCT04037163,35217284,The effect of scan and patient parameters on the diagnostic performance of AI for detecting coronary stenosis on coronary CT angiography.,0.915629513,,,,,
422,NCT04024124,31102113,Efficacy of the optimal ablation index-targeted strategy for pulmonary vein isolation in patients with atrial fibrillation: the OPTIMUM study results.,0.326106846,,,,,
423,NCT04024124,34996990,Artificial intelligence predicts clinically relevant atrial high-rate episodes in patients with cardiac implantable electronic devices.,0.531288516,,,,,
424,NCT04024124,35757349,Efficacy and Safety of Oral Anticoagulants for Atrial Fibrillation Patients With Chronic Kidney Disease: A Systematic Review and Meta-Analysis.,0.770682944,,,,,
425,NCT04024124,36168241,Validation of Biomarker-Based ABCD Score in Atrial Fibrillation Patients with a Non-Gender CHA2DS2-VASc Score 0-1: A Korean Multi-Center Cohort.,0.668767578,,,,,
426,NCT04024124,33184127,"Real-world evaluation of perception, convenience and anticoagulant treatment satisfaction of patients with atrial fibrillation switched from long-term vitamin K antagonist treatment to dabigatran.",0.190257865,,,,,
427,NCT04024124,30575764,CHA2DS2-VASc score predicts exercise intolerance in young and middle-aged male patients with asymptomatic atrial fibrillation.,0.175647569,,,,,
428,NCT04023188,35757349,Efficacy and Safety of Oral Anticoagulants for Atrial Fibrillation Patients With Chronic Kidney Disease: A Systematic Review and Meta-Analysis.,0.152762621,,,,,
429,NCT04023188,36168241,Validation of Biomarker-Based ABCD Score in Atrial Fibrillation Patients with a Non-Gender CHA2DS2-VASc Score 0-1: A Korean Multi-Center Cohort.,0.089655129,,,,,
430,NCT04023188,30575764,CHA2DS2-VASc score predicts exercise intolerance in young and middle-aged male patients with asymptomatic atrial fibrillation.,0.094282086,,,,,
431,NCT04004559,35927597,ASO Visual Abstract: A Noninvasive Tool Based on Magnetic Resonance Imaging Radiomics for the Preoperative Prediction of Pathological Complete Response to Neoadjuvant Chemotherapy in Breast Cancer.,0.927920152,,,,,
432,NCT04003558,35927597,ASO Visual Abstract: A Noninvasive Tool Based on Magnetic Resonance Imaging Radiomics for the Preoperative Prediction of Pathological Complete Response to Neoadjuvant Chemotherapy in Breast Cancer.,0.330409068,,,,,
433,NCT04000490,31909908,Predicting a diagnosis of acute coronary syndrome during telephone evaluation by an emergency dispatcher: the SCARE predictive scale.,0.965473155,,,,,
434,NCT04000490,34187993,Evaluation of HEAR score to rule-out major adverse cardiac events without troponin test in patients presenting to the emergency department with chest pain.,0.305427975,,,,,
435,NCT03986541,33888518,Artificial Intelligence-Assisted Amphiregulin and Epiregulin IHC Predicts Panitumumab Benefit in RAS Wild-Type Metastatic Colorectal Cancer.,0.762208592,,,,,
436,NCT03986541,29075780,Association of Tumor HER3 Messenger RNA Expression With Panitumumab Efficacy in Advanced Colorectal Cancer.,0.729093966,,,,,
437,NCT03986541,35256486,FOCUS4 biomarker laboratories: from the benefits to the practical and logistical issues faced during 6 years of centralised testing.,0.407348387,,,,,
438,NCT03986541,32562722,Clinical-Grade Detection of Microsatellite Instability in Colorectal Tumors by Deep Learning.,0.059106973,,,,,
439,NCT03958669,33762733,NASH limits anti-tumour surveillance in immunotherapy-treated HCC.,0.194463776,,,,,
